Splice ID	Case	Type	Tumor_PSI	Mean_PSI	Sample	Histology
TCF4:55227849-55228361_55227848-55228030_55228220-55228361	RI	Inclusion	0.10800000000000001	0.0362432432432432	BS_9GJ3DB1H	H3.1 K28
TCF4:55228847-55232671_55228846-55229076_55232508-55232671	RI	Inclusion	0.39799999999999996	0.109954128440367	BS_9GJ3DB1H	H3.1 K28
TCF4:55228847-55232671_55228846-55229076_55232520-55232671	RI	Inclusion	0.524	0.184622807017544	BS_9GJ3DB1H	H3.1 K28
RPS27L:63153853-63155731_63153852-63154060_63155620-63155731	RI	Inclusion	0.11199999999999999	0.02675	BS_9GJ3DB1H	H3.1 K28
RPL4:66503058-66503529_66503057-66503164_66503357-66503529	RI	Inclusion	0.308	0.0252307692307692	BS_9GJ3DB1H	H3.1 K28
SCAMP2:74852069-74854119_74852068-74852186_74854020-74854119	RI	Inclusion	0.127	0.0375731707317073	BS_9GJ3DB1H	H3.1 K28
CTSH:78931451-78932458_78931450-78931506_78932371-78932458	RI	Inclusion	0.154	0.0403617021276596	BS_9GJ3DB1H	H3.1 K28
SLX4:3600979-3602307_3600978-3601191_3602117-3602307	RI	Inclusion	0.515	0.279354430379747	BS_9GJ3DB1H	H3.1 K28
NAGPA:5027135-5027379_5027134-5027198_5027277-5027379	RI	Inclusion	0.547	0.182666666666667	BS_9GJ3DB1H	H3.1 K28
CDIPT:29860581-29861259_29860580-29860662_29861105-29861259	RI	Inclusion	0.11	0.0363768115942029	BS_9GJ3DB1H	H3.1 K28
GPS2:7313029-7313291_7313028-7313124_7313211-7313291	RI	Inclusion	0.32299999999999995	0.0842857142857143	BS_9GJ3DB1H	H3.1 K28
ECSIT:11507457-11508048_11507456-11507562_11507701-11508048	RI	Inclusion	0.26	0.0637157894736842	BS_9GJ3DB1H	H3.1 K28
RIPOR1:67540458-67540704_67540457-67540501_67540578-67540704	RI	Inclusion	0.344	0.0970135135135135	BS_9GJ3DB1H	H3.1 K28
MKS1:58208105-58208583_58208104-58208174_58208512-58208583	RI	Inclusion	0.381	0.123417910447761	BS_9GJ3DB1H	H3.1 K28
RPP30:90894775-90895483_90894774-90894891_90895453-90895483	RI	Inclusion	0.41200000000000003	0.143833333333333	BS_9GJ3DB1H	H3.1 K28
DDX19A:70370223-70371563_70370222-70370385_70371371-70371563	RI	Inclusion	0.508	0.1678125	BS_9GJ3DB1H	H3.1 K28
FCSK:70466882-70467471_70466881-70466954_70467373-70467471	RI	Inclusion	0.63	0.295692307692308	BS_9GJ3DB1H	H3.1 K28
TAF1C:84183076-84183328_84183075-84183149_84183243-84183328	RI	Inclusion	0.303	0.110718309859155	BS_9GJ3DB1H	H3.1 K28
SPG7:89529477-89530808_89529476-89529579_89530682-89530808	RI	Inclusion	0.257	0.0976753246753247	BS_9GJ3DB1H	H3.1 K28
MPDU1:7586899-7587271_7586898-7587017_7587160-7587271	RI	Inclusion	0.259	0.0705132743362832	BS_9GJ3DB1H	H3.1 K28
CNTROB:7948487-7949137_7948486-7948619_7949084-7949137	RI	Inclusion	0.457	0.221467289719626	BS_9GJ3DB1H	H3.1 K28
SUPT6H:28700346-28701128_28700345-28700512_28700940-28701128	RI	Inclusion	0.092	0.0252363636363636	BS_9GJ3DB1H	H3.1 K28
MYO18A:29096761-29097350_29096760-29096915_29097222-29097350	RI	Inclusion	0.374	0.104714285714286	BS_9GJ3DB1H	H3.1 K28
PTTG1:160422302-160422893_160422301-160422403_160422708-160422893	RI	Inclusion	0.043	0.0201914893617021	BS_9GJ3DB1H	H3.1 K28
SMARCE1:40630714-40631693_40630713-40630924_40631591-40631693	RI	Inclusion	0.11	0.0251449275362319	BS_9GJ3DB1H	H3.1 K28
SMARCE1:40630714-40632367_40630713-40631693_40632194-40632367	RI	Inclusion	0.315	0.0590537634408602	BS_9GJ3DB1H	H3.1 K28
SMARCE1:40631592-40636102_40631591-40632367_40635930-40636102	RI	Inclusion	0.11800000000000001	0.0395375	BS_9GJ3DB1H	H3.1 K28
STAT5B:42210171-42210497_42210170-42210301_42210402-42210497	RI	Inclusion	0.196	0.0741384615384615	BS_9GJ3DB1H	H3.1 K28
EFTUD2:44859905-44860543_44859904-44860045_44860431-44860543	RI	Inclusion	0.129	0.0384647887323944	BS_9GJ3DB1H	H3.1 K28
PRKAR1A:68524016-68524958_68524015-68524077_68524911-68524958	RI	Inclusion	0.07	0.0166413043478261	BS_9GJ3DB1H	H3.1 K28
PRKAR1A:68524016-68525912_68524015-68524958_68525753-68525912	RI	Inclusion	0.06	0.015	BS_9GJ3DB1H	H3.1 K28
PRKAR1A:68528870-68530001_68528869-68528991_68529919-68530001	RI	Inclusion	0.036000000000000004	0.01096	BS_9GJ3DB1H	H3.1 K28
BRD2:32976031-32976464_32976030-32976169_32976249-32976464	RI	Inclusion	0.157	0.0589797979797979	BS_9GJ3DB1H	H3.1 K28
PSMC5:63828138-63829563_63828137-63828209_63829493-63829563	RI	Inclusion	0.13699999999999998	0.029531914893617	BS_9GJ3DB1H	H3.1 K28
EXOSC9:121813866-121816447_121813865-121814047_121816368-121816447	RI	Inclusion	0.218	0.0754655172413793	BS_9GJ3DB1H	H3.1 K28
NPM1:171391305-171391799_171391304-171391424_171391705-171391799	RI	Inclusion	0.429	0.0657692307692308	BS_9GJ3DB1H	H3.1 K28
NPM1:171392710-171392978_171392709-171392816_171392913-171392978	RI	Inclusion	0.087	0.0193333333333333	BS_9GJ3DB1H	H3.1 K28
NPM1:171400153-171400925_171400152-171400210_171400838-171400925	RI	Inclusion	0.094	0.0256181818181818	BS_9GJ3DB1H	H3.1 K28
ARID1A:26773346-26773717_26773345-26773496_26773579-26773717	RI	Inclusion	0.08199999999999999	0.0343333333333333	BS_9GJ3DB1H	H3.1 K28
RNF213:80381547-80383070_80381546-80381727_80382978-80383070	RI	Inclusion	0.22399999999999998	0.110018867924528	BS_9GJ3DB1H	H3.1 K28
HGS:81694815-81695067_81694814-81694853_81694923-81695067	RI	Inclusion	0.317	0.105961538461538	BS_9GJ3DB1H	H3.1 K28
THOC1:224924-225403_224923-224994_225088-225403	RI	Inclusion	0.268	0.1188875	BS_9GJ3DB1H	H3.1 K28
PTPN21:88469499-88470050_88469498-88469733_88469921-88470050	RI	Inclusion	0.188	0.0830779220779221	BS_9GJ3DB1H	H3.1 K28
ZNF333:14716994-14717733_14716993-14717089_14717656-14717733	RI	Inclusion	0.248	0.112772151898734	BS_9GJ3DB1H	H3.1 K28
MBD1:50276662-50276998_50276661-50276744_50276831-50276998	RI	Inclusion	0.489	0.162801886792453	BS_9GJ3DB1H	H3.1 K28
NPC1:23533355-23534559_23533354-23533517_23534445-23534559	RI	Inclusion	0.19399999999999998	0.0789903846153846	BS_9GJ3DB1H	H3.1 K28
TIMM21:74155145-74155403_74155144-74155207_74155305-74155403	RI	Inclusion	0.38	0.0965399999999999	BS_9GJ3DB1H	H3.1 K28
NDUFS7:1388833-1391050_1388832-1388938_1390870-1391050	RI	Inclusion	0.109	0.0280246913580247	BS_9GJ3DB1H	H3.1 K28
PNPLA6:7542761-7543084_7542760-7542928_7543006-7543084	RI	Inclusion	0.156	0.0515245901639344	BS_9GJ3DB1H	H3.1 K28
EIF3G:10118868-10119171_10118867-10118956_10119087-10119171	RI	Inclusion	0.076	0.014	BS_9GJ3DB1H	H3.1 K28
DOCK6:11202394-11202715_11202393-11202483_11202583-11202715	RI	Inclusion	0.209	0.0876101694915255	BS_9GJ3DB1H	H3.1 K28
CC2D1A:13926978-13927265_13926977-13927077_13927174-13927265	RI	Inclusion	0.257	0.083551724137931	BS_9GJ3DB1H	H3.1 K28
AKAP8:15372218-15373340_15372217-15372347_15372850-15373340	RI	Inclusion	0.519	0.166088888888889	BS_9GJ3DB1H	H3.1 K28
L3MBTL2:41227089-41227869_41227088-41227323_41227803-41227869	RI	Inclusion	0.384	0.140066666666667	BS_9GJ3DB1H	H3.1 K28
CSNK2A1:486376-487575_486375-486462_487426-487575	RI	Inclusion	0.046	0.0165454545454546	BS_9GJ3DB1H	H3.1 K28
EML2:45632861-45633139_45632860-45632971_45633069-45633139	RI	Inclusion	0.301	0.106032258064516	BS_9GJ3DB1H	H3.1 K28
ETHE1:43526201-43526659_43526200-43526349_43526514-43526659	RI	Inclusion	0.349	0.137173076923077	BS_9GJ3DB1H	H3.1 K28
YIF1B:38307428-38307752_38307427-38307521_38307596-38307752	RI	Inclusion	0.21899999999999997	0.0543977272727272	BS_9GJ3DB1H	H3.1 K28
RCHY1:75490581-75491782_75490580-75490701_75491723-75491782	RI	Inclusion	0.46	0.22965	BS_9GJ3DB1H	H3.1 K28
GGNBP2:36577983-36579419_36577982-36578186_36579244-36579419	RI	Inclusion	0.185	0.0805662650602409	BS_9GJ3DB1H	H3.1 K28
ATP13A1:19649741-19651797_19649740-19649940_19651688-19651797	RI	Inclusion	0.209	0.0746493506493506	BS_9GJ3DB1H	H3.1 K28
SBF1:50465961-50466258_50465960-50466074_50466149-50466258	RI	Inclusion	0.165	0.05895	BS_9GJ3DB1H	H3.1 K28
PPIE:39741895-39743297_39741894-39742031_39743215-39743297	RI	Inclusion	0.772	0.407586956521739	BS_9GJ3DB1H	H3.1 K28
WDR46:33288148-33288470_33288147-33288235_33288357-33288470	RI	Inclusion	0.156	0.0653548387096774	BS_9GJ3DB1H	H3.1 K28
ATXN7L2:109488847-109490128_109488846-109489100_109489929-109490128	RI	Inclusion	0.647	0.312367088607595	BS_9GJ3DB1H	H3.1 K28
DVL1:1339287-1339649_1339286-1339439_1339581-1339649	RI	Inclusion	0.212	0.0743404255319149	BS_9GJ3DB1H	H3.1 K28
EXOC7:76087654-76088562_76087653-76087720_76088463-76088562	RI	Inclusion	0.912	0.646573770491803	BS_9GJ3DB1H	H3.1 K28
SNRNP25:55777-56613_55776-55882_56538-56613	RI	Inclusion	0.07	0.0232333333333333	BS_9GJ3DB1H	H3.1 K28
DNAJC11:6637198-6637504_6637197-6637340_6637446-6637504	RI	Inclusion	0.135	0.0438783783783784	BS_9GJ3DB1H	H3.1 K28
DNAJC11:6637447-6638364_6637446-6637504_6638294-6638364	RI	Inclusion	0.24600000000000002	0.064090909090909	BS_9GJ3DB1H	H3.1 K28
PRKCSH:11448914-11449175_11448913-11448988_11449075-11449175	RI	Inclusion	0.04	0.0126333333333333	BS_9GJ3DB1H	H3.1 K28
EHMT2:31884392-31884799_31884391-31884559_31884644-31884799	RI	Inclusion	0.264	0.0686025641025641	BS_9GJ3DB1H	H3.1 K28
SMTN:31099062-31099896_31099061-31099179_31099744-31099896	RI	Inclusion	0.336	0.104878378378378	BS_9GJ3DB1H	H3.1 K28
KCNAB2:6095530-6096756_6095529-6095624_6096635-6096756	RI	Inclusion	0.44799999999999995	0.144952380952381	BS_9GJ3DB1H	H3.1 K28
ZNF7:144829043-144829604_144829042-144829090_144829477-144829604	RI	Inclusion	0.75	0.366390476190476	BS_9GJ3DB1H	H3.1 K28
TAF6:100113349-100113769_100113348-100113405_100113615-100113769	RI	Inclusion	0.175	0.0515	BS_9GJ3DB1H	H3.1 K28
CNPPD1:219174778-219175108_219174777-219174906_219174987-219175108	RI	Inclusion	0.145	0.05128	BS_9GJ3DB1H	H3.1 K28
COL20A1:63328079-63328498_63328078-63328145_63328330-63328498	RI	Inclusion	0.26899999999999996	0.0610972222222222	BS_9GJ3DB1H	H3.1 K28
RETREG2:219181062-219181463_219181061-219181205_219181368-219181463	RI	Inclusion	0.128	0.02972	BS_9GJ3DB1H	H3.1 K28
EIF2B5:184144597-184145292_184144596-184144707_184144883-184145292	RI	Inclusion	0.11699999999999999	0.046575	BS_9GJ3DB1H	H3.1 K28
SUN2:38750898-38751373_38750897-38751035_38751209-38751373	RI	Inclusion	0.184	0.0486857142857143	BS_9GJ3DB1H	H3.1 K28
PHB2:6970196-6970645_6970195-6970280_6970416-6970645	RI	Inclusion	0.053	0.0165569620253165	BS_9GJ3DB1H	H3.1 K28
GFUS:143612618-143613295_143612617-143612965_143613195-143613295	RI	Inclusion	0.158	0.0474886363636363	BS_9GJ3DB1H	H3.1 K28
CIT:119710540-119712347_119710539-119710620_119712177-119712347	RI	Inclusion	0.5579999999999999	0.245696629213483	BS_9GJ3DB1H	H3.1 K28
CD72:35615943-35616689_35615942-35616278_35616599-35616689	RI	Inclusion	0.75	0.390238095238095	BS_9GJ3DB1H	H3.1 K28
PRR14:30652721-30653103_30652720-30652842_30652913-30653103	RI	Inclusion	0.17800000000000002	0.0767222222222222	BS_9GJ3DB1H	H3.1 K28
SIGLEC10:51415898-51416357_51415897-51416167_51416309-51416357	RI	Inclusion	0.5	0.1538125	BS_9GJ3DB1H	H3.1 K28
EIF3F:7994426-7995118_7994425-7994517_7994981-7995118	RI	Inclusion	0.09300000000000001	0.0191184210526316	BS_9GJ3DB1H	H3.1 K28
PRIM1:56746781-56747032_56746780-56746854_56746925-56747032	RI	Inclusion	0.42700000000000005	0.155473684210526	BS_9GJ3DB1H	H3.1 K28
UBXN1:62678339-62678601_62678338-62678408_62678494-62678601	RI	Inclusion	0.048	0.0159791666666667	BS_9GJ3DB1H	H3.1 K28
TRPT1:64224100-64224341_64224099-64224210_64224284-64224341	RI	Inclusion	0.271	0.126086538461538	BS_9GJ3DB1H	H3.1 K28
NDRG4:58507808-58507999_58507807-58507864_58507947-58507999	RI	Inclusion	0.091	0.0266388888888889	BS_9GJ3DB1H	H3.1 K28
ROBO3:124877519-124878131_124877518-124877658_124877936-124878131	RI	Inclusion	0.8959999999999999	0.574720720720721	BS_9GJ3DB1H	H3.1 K28
CDCA3:6850467-6851009_6850466-6850596_6850832-6851009	RI	Inclusion	0.35600000000000004	0.137243243243243	BS_9GJ3DB1H	H3.1 K28
PSMD4:151266004-151266439_151266003-151266112_151266307-151266439	RI	Inclusion	0.067	0.0181078431372549	BS_9GJ3DB1H	H3.1 K28
PSMD4:151266004-151266439_151266003-151266121_151266307-151266439	RI	Inclusion	0.475	0.183282352941176	BS_9GJ3DB1H	H3.1 K28
ERBB3:56097045-56097940_56097044-56097230_56097784-56097940	RI	Inclusion	0.26	0.0887972972972973	BS_9GJ3DB1H	H3.1 K28
ERBB3:56098500-56098905_56098499-56098575_56098758-56098905	RI	Inclusion	0.423	0.117053333333333	BS_9GJ3DB1H	H3.1 K28
ARHGEF40:21080873-21082119_21080872-21081016_21081508-21082119	RI	Inclusion	0.314	0.0856571428571428	BS_9GJ3DB1H	H3.1 K28
SIRT7:81913774-81914167_81913773-81913880_81914086-81914167	RI	Inclusion	0.348	0.116677419354839	BS_9GJ3DB1H	H3.1 K28
SIRT7:81914294-81914702_81914293-81914530_81914603-81914702	RI	Inclusion	0.44299999999999995	0.235715909090909	BS_9GJ3DB1H	H3.1 K28
GSTZ1:77327472-77328037_77327471-77327552_77327911-77328037	RI	Inclusion	0.511	0.178310810810811	BS_9GJ3DB1H	H3.1 K28
E4F1:2229570-2232364_2229569-2229675_2232170-2232364	RI	Inclusion	0.508	0.200574712643678	BS_9GJ3DB1H	H3.1 K28
EPC1:32273014-32273281_32273013-32273082_32273162-32273281	RI	Inclusion	0.8859999999999999	0.537404761904762	BS_9GJ3DB1H	H3.1 K28
KLRK1:10378554-10379792_10378553-10378705_10379446-10379792	RI	Inclusion	0.733	0.400759259259259	BS_9GJ3DB1H	H3.1 K28
GRN:44349158-44349551_44349157-44349302_44349425-44349551	RI	Inclusion	0.055	0.0162982456140351	BS_9GJ3DB1H	H3.1 K28
ECH1:38815857-38816355_38815856-38816007_38816283-38816355	RI	Inclusion	0.105	0.0240238095238095	BS_9GJ3DB1H	H3.1 K28
PLEKHG4:67277510-67280806_67277509-67280543_67280710-67280806	RI	Inclusion	0.838	0.484527027027027	BS_9GJ3DB1H	H3.1 K28
RIPOR1:67545949-67546231_67545948-67546032_67546140-67546231	RI	Inclusion	0.161	0.0571888888888889	BS_9GJ3DB1H	H3.1 K28
FCSK:70466882-70467966_70466881-70467471_70467885-70467966	RI	Inclusion	0.648	0.2715	BS_9GJ3DB1H	H3.1 K28
DHX8:43517167-43520267_43517166-43517322_43520129-43520267	RI	Inclusion	0.12300000000000001	0.0470851063829787	BS_9GJ3DB1H	H3.1 K28
SLC25A11:4938154-4938429_4938153-4938253_4938338-4938429	RI	Inclusion	0.09300000000000001	0.0381888888888889	BS_9GJ3DB1H	H3.1 K28
CNTROB:7944123-7944638_7944122-7944248_7944475-7944638	RI	Inclusion	0.845	0.248902173913043	BS_9GJ3DB1H	H3.1 K28
DHX38:72098927-72099280_72098926-72099045_72099203-72099280	RI	Inclusion	0.094	0.0453666666666667	BS_9GJ3DB1H	H3.1 K28
GTF2F1:6380904-6381195_6380903-6381042_6381121-6381195	RI	Inclusion	0.16899999999999998	0.0486741573033708	BS_9GJ3DB1H	H3.1 K28
RNASEH2A:12807206-12807506_12807205-12807329_12807418-12807506	RI	Inclusion	0.133	0.0505192307692308	BS_9GJ3DB1H	H3.1 K28
PKN1:14470575-14470851_14470574-14470682_14470770-14470851	RI	Inclusion	0.035	0.0124852941176471	BS_9GJ3DB1H	H3.1 K28
ILVBL:15122693-15123030_15122692-15122804_15122891-15123030	RI	Inclusion	0.188	0.0732117647058823	BS_9GJ3DB1H	H3.1 K28
RASAL3:15452045-15452815_15452044-15452108_15452657-15452815	RI	Inclusion	0.43799999999999994	0.171468085106383	BS_9GJ3DB1H	H3.1 K28
SSR4:153798071-153798493_153798070-153798136_153798328-153798493	RI	Inclusion	0.045	0.0111756756756757	BS_9GJ3DB1H	H3.1 K28
POLD1:50415724-50416528_50415723-50415826_50416395-50416528	RI	Inclusion	0.364	0.132107692307692	BS_9GJ3DB1H	H3.1 K28
XRCC1:43552797-43553091_43552796-43552908_43552981-43553091	RI	Inclusion	0.262	0.090169014084507	BS_9GJ3DB1H	H3.1 K28
NUBP2:1787941-1788207_1787940-1788051_1788137-1788207	RI	Inclusion	0.125	0.04216	BS_9GJ3DB1H	H3.1 K28
TUBG1:42613647-42613998_42613646-42613733_42613848-42613998	RI	Inclusion	0.086	0.0354347826086957	BS_9GJ3DB1H	H3.1 K28
P3H1:42746375-42747412_42746374-42746852_42747271-42747412	RI	Inclusion	0.414	0.208836538461538	BS_9GJ3DB1H	H3.1 K28
UBE2T:202333010-202333335_202333009-202333093_202333236-202333335	RI	Inclusion	0.29600000000000004	0.0918765432098766	BS_9GJ3DB1H	H3.1 K28
AP1G2:23561512-23562415_23561511-23561635_23561961-23562415	RI	Inclusion	0.354	0.166	BS_9GJ3DB1H	H3.1 K28
PDCD2L:34404649-34404990_34404648-34404815_34404929-34404990	RI	Inclusion	0.441	0.203082352941177	BS_9GJ3DB1H	H3.1 K28
CC2D1B:52357781-52358461_52357780-52357898_52358330-52358461	RI	Inclusion	0.5660000000000001	0.209666666666667	BS_9GJ3DB1H	H3.1 K28
ACAD10:111755668-111757099_111755667-111755745_111756332-111757099	RI	Inclusion	0.723	0.258911111111111	BS_9GJ3DB1H	H3.1 K28
IMP4:130345779-130346112_130345778-130345933_130346017-130346112	RI	Inclusion	0.122	0.0340481927710843	BS_9GJ3DB1H	H3.1 K28
ABHD11:73737221-73737735_73737220-73737391_73737561-73737735	RI	Inclusion	0.63	0.32325	BS_9GJ3DB1H	H3.1 K28
KIF22:29805115-29805359_29805114-29805174_29805262-29805359	RI	Inclusion	0.16699999999999998	0.0607435897435897	BS_9GJ3DB1H	H3.1 K28
BRMS1:66338243-66338785_66338242-66338282_66338720-66338785	RI	Inclusion	0.255	0.0762676056338028	BS_9GJ3DB1H	H3.1 K28
RPS3:75401640-75402446_75401639-75401733_75402351-75402446	RI	Inclusion	0.047	0.00687368421052632	BS_9GJ3DB1H	H3.1 K28
TMEM126B:85635667-85636536_85635666-85635778_85636045-85636536	RI	Inclusion	0.11599999999999999	0.0471214953271028	BS_9GJ3DB1H	H3.1 K28
MYL6B:56154813-56155198_56154812-56154840_56155054-56155198	RI	Inclusion	0.147	0.0376857142857143	BS_9GJ3DB1H	H3.1 K28
CPNE6:24076506-24077012_24076505-24076557_24076878-24077012	RI	Inclusion	0.37799999999999995	0.115736842105263	BS_9GJ3DB1H	H3.1 K28
PRC1:90981499-90981981_90981498-90981669_90981747-90981981	RI	Inclusion	0.16899999999999998	0.0746515151515152	BS_9GJ3DB1H	H3.1 K28
WDR24:685869-686186_685868-685990_686067-686186	RI	Inclusion	0.34700000000000003	0.172228915662651	BS_9GJ3DB1H	H3.1 K28
IFT140:1525887-1526796_1525886-1526077_1526618-1526796	RI	Inclusion	0.523	0.210492957746479	BS_9GJ3DB1H	H3.1 K28
XAB2:7625880-7626270_7625879-7626044_7626135-7626270	RI	Inclusion	0.192	0.0693947368421053	BS_9GJ3DB1H	H3.1 K28
HGS:81696607-81696998_81696606-81696747_81696823-81696998	RI	Inclusion	0.251	0.0783975903614458	BS_9GJ3DB1H	H3.1 K28
BSG:580379-580782_580378-580461_580645-580782	RI	Inclusion	0.021	0.0063932584269663	BS_9GJ3DB1H	H3.1 K28
FDX2:10315386-10315759_10315385-10315492_10315704-10315759	RI	Inclusion	0.24	0.07425	BS_9GJ3DB1H	H3.1 K28
FBF1:75914122-75914932_75914121-75914298_75914746-75914932	RI	Inclusion	0.706	0.32962	BS_9GJ3DB1H	H3.1 K28
CC2D1A:13927893-13928188_13927892-13928030_13928123-13928188	RI	Inclusion	0.332	0.101811320754717	BS_9GJ3DB1H	H3.1 K28
CC2D1A:13927893-13928188_13927892-13928030_13928126-13928188	RI	Inclusion	0.804	0.406782608695652	BS_9GJ3DB1H	H3.1 K28
REX1BD:18590854-18592336_18590853-18590933_18592107-18592336	RI	Inclusion	0.396	0.0836442307692307	BS_9GJ3DB1H	H3.1 K28
ANXA6:151138678-151139447_151138677-151138791_151139352-151139447	RI	Inclusion	0.032	0.0114	BS_9GJ3DB1H	H3.1 K28
RABGGTA:24270837-24271169_24270836-24270947_24271112-24271169	RI	Inclusion	0.317	0.127047619047619	BS_9GJ3DB1H	H3.1 K28
GPT:144504771-144505131_144504770-144504879_144504997-144505131	RI	Inclusion	0.5489999999999999	0.266771929824561	BS_9GJ3DB1H	H3.1 K28
IDH3A:78156908-78157631_78156907-78157162_78157547-78157631	RI	Inclusion	0.515	0.271307692307692	BS_9GJ3DB1H	H3.1 K28
TTC31:74492139-74492445_74492138-74492229_74492303-74492445	RI	Inclusion	0.636	0.334698924731183	BS_9GJ3DB1H	H3.1 K28
CNTN2:205058181-205058663_205058180-205058356_205058567-205058663	RI	Inclusion	0.171	0.0570181818181818	BS_9GJ3DB1H	H3.1 K28
HDAC1:32331676-32332242_32331675-32331806_32332089-32332242	RI	Inclusion	0.18	0.0482121212121212	BS_9GJ3DB1H	H3.1 K28
TRIM66:8624359-8625228_8624358-8624551_8624712-8625228	RI	Inclusion	0.596	0.351679245283019	BS_9GJ3DB1H	H3.1 K28
CRAT:129097250-129098148_129097249-129097312_129098012-129098148	RI	Inclusion	0.10800000000000001	0.0353404255319149	BS_9GJ3DB1H	H3.1 K28
STAMBP:73844813-73845262_73844812-73844888_73845175-73845262	RI	Inclusion	0.847	0.499946666666667	BS_9GJ3DB1H	H3.1 K28
DDX20:111761226-111762337_111761225-111761284_111762254-111762337	RI	Inclusion	0.254	0.095475	BS_9GJ3DB1H	H3.1 K28
KDM1A:23082220-23083632_23082219-23082366_23082449-23083632	RI	Inclusion	0.7	0.372314814814815	BS_9GJ3DB1H	H3.1 K28
GIGYF1:100684020-100684337_100684019-100684157_100684236-100684337	RI	Inclusion	0.182	0.0870555555555556	BS_9GJ3DB1H	H3.1 K28
FAN1:30925127-30928656_30925126-30925291_30925788-30928656	RI	Inclusion	0.725	0.257446808510638	BS_9GJ3DB1H	H3.1 K28
PPP1CA:67398940-67399665_67398939-67399163_67399560-67399665	RI	Inclusion	0.063	0.0214155844155844	BS_9GJ3DB1H	H3.1 K28
CELSR3:48641851-48642467_48641850-48642009_48642357-48642467	RI	Inclusion	0.39299999999999996	0.192342857142857	BS_9GJ3DB1H	H3.1 K28
C1orf35:228102310-228102560_228102309-228102382_228102477-228102560	RI	Inclusion	0.31	0.133486486486486	BS_9GJ3DB1H	H3.1 K28
TMEM231:75555804-75556238_75555803-75555973_75556070-75556238	RI	Inclusion	0.293	0.139219178082192	BS_9GJ3DB1H	H3.1 K28
GBF1:102379521-102379954_102379520-102379651_102379852-102379954	RI	Inclusion	0.204	0.0726231884057971	BS_9GJ3DB1H	H3.1 K28
RAMP2-AS1:42760426-42760711_42760425-42760513_42760634-42760711	RI	Inclusion	0.87	0.636590909090909	BS_9GJ3DB1H	H3.1 K28
AACS:125124705-125125024_125124704-125124769_125124901-125125024	RI	Inclusion	0.777	0.307918918918919	BS_9GJ3DB1H	H3.1 K28
GTPBP3:17338008-17338451_17338007-17338255_17338364-17338451	RI	Inclusion	0.475	0.228	BS_9GJ3DB1H	H3.1 K28
GTPBP3:17338954-17339266_17338953-17339026_17339122-17339266	RI	Inclusion	0.6829999999999999	0.260590909090909	BS_9GJ3DB1H	H3.1 K28
SNHG14:25093834-25095828_25093833-25093974_25095626-25095828	RI	Inclusion	0.604	0.181037037037037	BS_9GJ3DB1H	H3.1 K28
AP3B2:82663127-82663975_82663126-82663620_82663800-82663975	RI	Inclusion	0.424	0.156328125	BS_9GJ3DB1H	H3.1 K28
FES:90885037-90885585_90885036-90885258_90885411-90885585	RI	Inclusion	0.516	0.228980769230769	BS_9GJ3DB1H	H3.1 K28
FAM241B:69631480-69631839_69631479-69631547_69631708-69631839	RI	Inclusion	0.519	0.156706666666667	BS_9GJ3DB1H	H3.1 K28
RPS6KL1:74911248-74911841_74911247-74911380_74911793-74911841	RI	Inclusion	0.632	0.305064102564103	BS_9GJ3DB1H	H3.1 K28
SPATA20:50549985-50550312_50549984-50550115_50550207-50550312	RI	Inclusion	0.249	0.10489156626506	BS_9GJ3DB1H	H3.1 K28
SPATA20:50550708-50551190_50550707-50550917_50550997-50551190	RI	Inclusion	0.272	0.0956714285714286	BS_9GJ3DB1H	H3.1 K28
RHBDF2:76478806-76479277_76478805-76479009_76479081-76479277	RI	Inclusion	0.287	0.0963953488372093	BS_9GJ3DB1H	H3.1 K28
SNHG1:62854519-62854938_62854518-62854551_62854887-62854938	RI	Inclusion	0.728	0.222116504854369	BS_9GJ3DB1H	H3.1 K28
POLD1:50401999-50402373_50401998-50402124_50402204-50402373	RI	Inclusion	0.46799999999999997	0.15880701754386	BS_9GJ3DB1H	H3.1 K28
TGFB1I1:31474563-31476185_31474562-31474757_31476011-31476185	RI	Inclusion	0.19	0.0822533333333333	BS_9GJ3DB1H	H3.1 K28
USP5:6863830-6864195_6863829-6863973_6864049-6864195	RI	Inclusion	0.069	0.0223623188405797	BS_9GJ3DB1H	H3.1 K28
PLSCR3:7393601-7394159_7393600-7393836_7394103-7394159	RI	Inclusion	0.38799999999999996	0.1277125	BS_9GJ3DB1H	H3.1 K28
SBF1:50446806-50447453_50446805-50447240_50447321-50447453	RI	Inclusion	0.096	0.0357166666666667	BS_9GJ3DB1H	H3.1 K28
SBF1:50448233-50448650_50448232-50448444_50448542-50448650	RI	Inclusion	0.161	0.0487258064516129	BS_9GJ3DB1H	H3.1 K28
SBF1:50454512-50454944_50454511-50454742_50454813-50454944	RI	Inclusion	0.08800000000000001	0.035462962962963	BS_9GJ3DB1H	H3.1 K28
SBF1:50461796-50462119_50461795-50461869_50461946-50462119	RI	Inclusion	0.133	0.0472553191489362	BS_9GJ3DB1H	H3.1 K28
CNTN2:205058181-205059293_205058180-205058663_205059083-205059293	RI	Inclusion	0.073	0.0295853658536585	BS_9GJ3DB1H	H3.1 K28
PPP2R5D:43008367-43009227_43008366-43008475_43009056-43009227	RI	Inclusion	0.731	0.363793103448276	BS_9GJ3DB1H	H3.1 K28
