ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	Type
13950	"ENSG00000276234.5"	"TADA2A"	chr17	+	37426949	37427009	37423508	37423615	37440504	37440579	13950	4,8,4,8,11	5,5,0,4,3	4,73,13,19,9	1,2,0,0,0	209	149	8.16420442362e-09	1.0769470710614283e-06	0.363,0.533,1.0,0.588,0.723	0.74,0.963,1.0,1.0,1.0	-0.299	TF
14164	"ENSG00000010244.18"	"ZNF207"	chr17	+	32361467	32361515	32360891	32360967	32362913	32362984	14164	107,242,0,96,141	183,290,34,97,180	35,1194,61,1065,752	183,70,24,55,19	197	149	4.947509051e-06	0.00025340121495043115	0.307,0.387,0.0,0.428,0.372	0.126,0.928,0.658,0.936,0.968	-0.424	TF
14233	"ENSG00000178691.11"	"SUZ12"	chr17	+	31947616	31947685	31937006	31937520	31966146	31966196	14233	61,8,0,0,33	43,4,1,5,12	10,185,2,48,46	20,1,0,0,2	218	149	1.63814782054e-05	0.0006935944508716288	0.492,0.578,0.0,0.0,0.653	0.255,0.992,1.0,1.0,0.94	-0.493	TF
15711	"ENSG00000141503.17"	"MINK1"	chr17	+	4892401	4892512	4892148	4892234	4892655	4892768	15711	35,95,12,245,51	87,207,25,431,165	85,368,9,537,474	206,44,30,188,61	260	149	0.000855248157975	0.019001687572647287	0.187,0.208,0.216,0.246,0.15	0.191,0.827,0.147,0.621,0.817	-0.319	TF
18891	"ENSG00000085721.12"	"RRN3"	chr16	-	15086364	15086454	15086128	15086258	15091314	15091371	18891	3,20,0,2,19	3,28,2,8,83	0,159,3,51,68	23,26,0,4,12	239	149	0.00056718256311	0.013517280063457726	0.384,0.308,0.0,0.135,0.125	0.0,0.792,1.0,0.888,0.779	-0.501	TF
22051	"ENSG00000137871.20"	"ZNF280D"	chr15	-	56707081	56707143	56704120	56704267	56707262	56707306	22051	55,100,14,75,73	31,60,15,11,25	54,44,30,142,218	46,3,0,0,2	211	149	2.42939129369e-07	1.9793305937000206e-05	0.556,0.541,0.397,0.828,0.673	0.453,0.912,1.0,1.0,0.987	-0.271	TF
22052	"ENSG00000137871.20"	"ZNF280D"	chr15	-	56707081	56707150	56704120	56704267	56707262	56707306	22052	61,130,8,60,88	31,60,15,11,25	56,37,19,245,244	46,3,0,0,2	218	149	4.73877860507e-07	3.485706323534993e-05	0.574,0.597,0.267,0.788,0.706	0.454,0.894,1.0,1.0,0.988	-0.281	TF
22377	"ENSG00000104177.18"	"MYEF2"	chr15	-	48152233	48152284	48151873	48151942	48153791	48153893	22377	38,178,36,238,237	60,87,10,98,61	65,621,26,162,87	21,117,9,5,2	200	149	4.41499886346e-05	0.0016205672174430172	0.321,0.604,0.728,0.644,0.743	0.698,0.798,0.683,0.96,0.97	-0.214	TF
24735	"ENSG00000042088.14"	"TDP1"	chr14	+	89980539	89980632	89971174	89971271	89984515	89984587	24735	12,21,0,12,13	2,2,1,2,3	19,128,11,42,64	1,1,0,0,0	242	149	0.000208790907471	0.00590437467182761	0.787,0.866,0.0,0.787,0.727	0.921,0.987,1.0,1.0,1.0	-0.348	TF
28690	"ENSG00000120693.13"	"SMAD9"	chr13	-	36867272	36867383	36865536	36865758	36872657	36872915	28690	29,338,4,93,125	53,309,10,71,155	59,97,18,112,32	145,15,4,24,7	260	149	0.00130313011471	0.026819843252415928	0.239,0.385,0.186,0.429,0.316	0.189,0.788,0.721,0.728,0.724	-0.319	TF
29404	"ENSG00000183495.14"	"EP400"	chr12	+	132021078	132021321	132020048	132020218	132023776	132023941	29404	129,163,13,369,90	161,86,31,146,70	115,830,2,561,343	286,78,0,23,1	298	149	1.47090367778e-05	0.0006324497200536489	0.286,0.487,0.173,0.558,0.391	0.167,0.842,1.0,0.924,0.994	-0.406	TF
30771	"ENSG00000139372.15"	"TDG"	chr12	+	103983135	103983218	103982798	103982934	103983294	103983389	30771	10,25,10,20,17	33,6,0,4,6	10,436,3,248,230	6,4,0,6,0	232	149	1.79129626721e-06	0.00010742496950975272	0.163,0.728,1.0,0.763,0.645	0.517,0.986,1.0,0.964,1.0	-0.234	TF
32106	"ENSG00000135502.18"	"SLC26A10"	chr12	+	57622786	57622934	57622558	57622641	57623023	57623137	32106	8,0,1,16,2	3,5,1,2,1	15,7,5,31,6	2,2,0,1,0	297	149	3.68292642843e-05	0.0013915873546866562	0.572,0.0,0.334,0.801,0.501	0.79,0.637,1.0,0.94,1.0	-0.432	TF
32685	"ENSG00000088854.12"	"C20orf194"	chr20	-	3290128	3290217	3287631	3287790	3294138	3294256	32685	36,231,3,123,90	27,8,3,10,16	19,196,14,120,82	3,4,0,1,4	238	149	1.05146670619e-05	0.00047882741965412116	0.455,0.948,0.385,0.885,0.779	0.799,0.968,1.0,0.987,0.928	-0.246	TF
36815	"ENSG00000196967.10"	"ZNF585A"	chr19	-	37165594	37165696	37156228	37156355	37169838	37170054	36815	5,37,5,12,12	14,18,3,14,42	6,115,54,37,42	17,32,0,12,15	251	149	0.00216234948924	0.040648174141075806	0.175,0.55,0.497,0.337,0.145	0.173,0.681,1.0,0.647,0.624	-0.284	TF
42782	"ENSG00000148840.11"	"PPRC1"	chr10	+	102143044	102143098	102139099	102142004	102146671	102147392	42782	51,30,4,18,9	32,2,0,4,26	18,47,11,82,62	8,3,0,2,0	203	149	0.00125617749207	0.02602216145704785	0.539,0.917,1.0,0.768,0.203	0.623,0.92,1.0,0.968,1.0	-0.217	TF
42788	"ENSG00000148840.11"	"PPRC1"	chr10	+	102144249	102144307	102143044	102143098	102146671	102147392	42788	26,20,2,4,5	22,0,0,3,2	20,25,1,47,18	0,4,0,0,2	207	149	0.000556599554858	0.013304353022144522	0.46,1.0,1.0,0.49,0.643	1.0,0.818,1.0,1.0,0.866	-0.218	TF
42790	"ENSG00000148840.11"	"PPRC1"	chr10	+	102145019	102145090	102139099	102142004	102146671	102147392	42790	25,40,4,44,15	32,2,0,4,26	55,78,3,219,107	8,3,0,2,0	220	149	4.00476649105e-05	0.0014961393918758847	0.346,0.931,1.0,0.882,0.281	0.823,0.946,1.0,0.987,1.0	-0.263	TF
44060	"ENSG00000005436.14"	"GCFC2"	chr2	-	75691976	75692100	75690487	75690719	75694240	75694427	44060	4,8,0,0,20	3,7,2,4,9	1,308,2,26,44	10,9,0,0,0	273	149	1.02368420666e-05	0.00046929432736023016	0.421,0.384,0.0,0.0,0.548	0.052,0.949,1.0,1.0,1.0	-0.53	TF
46887	"ENSG00000100722.20"	"ZC3H14"	chr14	+	88596733	88596808	88577984	88578140	88601923	88602083	46887	38,172,7,51,129	23,38,4,4,26	69,532,16,341,228	5,65,0,20,32	224	149	0.00114509618758	0.024135817263747077	0.524,0.751,0.538,0.895,0.767	0.902,0.845,1.0,0.919,0.826	-0.203	TF
47163	"ENSG00000171720.10"	"HDAC3"	chr5	-	141625684	141625764	141624861	141625365	141626193	141626283	47163	53,111,3,39,46	39,3,4,3,27	38,271,128,333,196	37,3,10,1,0	229	149	0.000407771453915	0.010304777215434267	0.469,0.96,0.328,0.894,0.526	0.401,0.983,0.893,0.995,1.0	-0.219	TF
48047	"ENSG00000109685.18"	"NSD2"	chr4	+	1939653	1939778	1935143	1935262	1951071	1951180	48047	42,83,14,99,57	65,8,6,38,29	67,936,8,210,212	32,82,0,27,19	274	149	0.00235129074583	0.0436142826533812	0.26,0.849,0.559,0.586,0.517	0.532,0.861,1.0,0.809,0.859	-0.258	TF
51121	"ENSG00000113658.18"	"SMAD5"	chr5	+	136152674	136152758	136132846	136132962	136153591	136153729	51121	0,6,0,8,4	328,99,27,116,177	2,25,4,20,15	204,158,0,253,103	233	149	0.00210775991683	0.03986952057701564	0.0,0.037,0.0,0.042,0.014	0.006,0.092,1.0,0.048,0.085	-0.228	TF
52925	"ENSG00000175467.15"	"SART1"	chr11	+	65964005	65964131	65961728	65962093	65964514	65964570	52925	22,72,5,25,72	11,0,3,2,0	39,164,68,60,62	0,1,0,0,0	275	149	1.78007409148e-05	0.0007456838044219115	0.52,1.0,0.475,0.871,1.0	1.0,0.989,1.0,1.0,1.0	-0.225	TF
54236	"ENSG00000185507.21"	"IRF7"	chr11	-	614173	614399	613784	613865	614475	614534	54236	8,106,0,71,21	7,8,2,18,0	24,32,47,44,183	2,3,1,2,1	298	149	0.000488379481397	0.011961071286674908	0.364,0.869,0.0,0.664,1.0	0.857,0.842,0.959,0.917,0.989	-0.333	TF
61011	"ENSG00000083642.19"	"PDS5B"	chr13	+	32770653	32770761	32770120	32770560	32773188	32773324	61011	64,216,11,37,105	104,88,24,18,49	114,600,19,330,227	92,38,5,21,15	257	149	4.95489722219e-06	0.0002536168997842923	0.263,0.587,0.21,0.544,0.554	0.418,0.902,0.688,0.901,0.898	-0.33	TF
63951	"ENSG00000169554.21"	"ZEB2"	chr2	-	144424795	144424864	144404835	144405024	144429768	144430026	63951	112,232,26,90,201	32,82,14,74,258	109,296,29,197,353	54,77,6,20,55	218	149	0.000159931600469	0.004755070713556046	0.705,0.659,0.559,0.454,0.347	0.58,0.724,0.768,0.871,0.814	-0.207	TF
63955	"ENSG00000169554.21"	"ZEB2"	chr2	-	144424795	144424953	144404835	144405024	144429768	144430026	63955	131,243,28,86,229	32,82,14,74,258	126,329,29,218,381	54,77,6,20,55	298	149	0.000180815668577	0.005252449082117602	0.672,0.597,0.5,0.368,0.307	0.538,0.681,0.707,0.845,0.776	-0.221	TF
68471	"ENSG00000153207.15"	"AHCTF1"	chr1	-	246842693	246842776	246839097	246840998	246849614	246849849	68471	171,101,13,73,68	85,4,10,2,10	165,352,63,232,218	18,16,1,0,0	232	149	1.77131309509e-05	0.0007429699733516032	0.564,0.942,0.455,0.959,0.814	0.855,0.934,0.976,1.0,1.0	-0.206	TF
68472	"ENSG00000153207.15"	"AHCTF1"	chr1	-	246843794	246843928	246839097	246840998	246849614	246851442	68472	114,58,4,48,52	85,4,10,2,10	114,270,24,164,144	18,16,1,0,0	283	149	0.000299153716951	0.007966581577449866	0.414,0.884,0.174,0.927,0.732	0.769,0.899,0.927,1.0,1.0	-0.293	TF
70412	"ENSG00000101493.11"	"ZNF516"	chr18	-	76370527	76370595	76357681	76362557	76371466	76371571	70412	86,62,1,92,36	363,66,29,119,120	42,396,7,181,56	223,51,11,24,8	217	149	0.000485273006001	0.011905144957472432	0.14,0.392,0.023,0.347,0.171	0.115,0.842,0.304,0.838,0.828	-0.371	TF
71146	"ENSG00000198521.11"	"ZNF43"	chr19	-	21819094	21819221	21817887	21817986	21851904	21852068	71146	26,53,23,50,17	19,0,4,2,11	54,188,4,30,25	2,6,0,0,0	276	149	1.39161613725e-05	0.0006047491809259045	0.425,1.0,0.756,0.931,0.455	0.936,0.944,1.0,1.0,1.0	-0.263	TF
75580	"ENSG00000143437.21"	"ARNT"	chr1	-	150842423	150842468	150839398	150839654	150858348	150858460	75580	11,19,6,8,3	4,0,0,2,8	1,10,5,36,29	0,0,0,0,0	194	149	3.48791187554e-06	0.0001893712154077589	0.679,1.0,1.0,0.754,0.224	1.0,1.0,1.0,1.0,1.0	-0.269	TF
78249	"ENSG00000198625.13"	"MDM4"	chr1	+	204537429	204537497	204532190	204532246	204538208	204538308	78249	41,35,16,57,18	250,76,16,82,121	61,170,5,91,78	214,201,3,38,55	217	149	0.00156852574924	0.031173222171889944	0.101,0.24,0.407,0.323,0.093	0.164,0.367,0.534,0.622,0.493	-0.203	TF
78486	"ENSG00000168769.13"	"TET2"	chr4	+	105241338	105241429	105233896	105237351	105242833	105242927	78486	2,12,2,25,16	5,10,0,10,7	4,126,3,27,80	5,12,0,0,4	240	149	0.00176654067919	0.034446088103612583	0.199,0.427,1.0,0.608,0.587	0.332,0.867,1.0,1.0,0.925	-0.261	TF
81430	"ENSG00000140470.14"	"ADAMTS17"	chr15	-	100132006	100132152	100116846	100117013	100152611	100152762	81430	20,6,5,257,21	1,2,2,10,5	27,2,6,1,1	0,0,0,0,0	295	149	7.4644552206e-07	5.147469342697233e-05	0.91,0.602,0.558,0.928,0.68	1.0,1.0,1.0,1.0,1.0	-0.264	TF
83843	"ENSG00000174953.14"	"DHX36"	chr3	-	154280762	154280862	154278494	154280669	154283187	154283218	83843	47,121,0,48,104	31,4,5,0,14	29,734,68,273,262	15,0,4,0,0	249	149	0.00124259507928	0.02581061087140059	0.476,0.948,0.0,1.0,0.816	0.536,1.0,0.91,1.0,1.0	-0.241	TF
86160	"ENSG00000116793.16"	"PHTF1"	chr1	-	113713278	113713438	113711939	113712113	113724758	113724893	86160	30,105,5,74,62	11,2,5,16,8	22,357,8,180,124	3,4,0,8,4	298	149	9.60790173909e-06	0.0004440576410445728	0.577,0.963,0.333,0.698,0.795	0.786,0.978,1.0,0.918,0.939	-0.251	TF
89181	"ENSG00000118412.12"	"CASP8AP2"	chr6	+	89846561	89846644	89829899	89830067	89853165	89853234	89181	35,64,5,44,25	24,2,3,5,12	56,139,6,82,53	4,6,0,2,7	232	149	0.000156459721307	0.004669974753619022	0.484,0.954,0.517,0.85,0.572	0.9,0.937,1.0,0.963,0.829	-0.25	TF
91183	"ENSG00000010803.16"	"SCMH1"	chr1	-	41033982	41034048	41028583	41028726	41037361	41037452	91183	14,43,0,59,26	54,78,4,122,49	7,251,11,100,69	35,121,7,80,47	215	149	0.00272451260469	0.04923083740662264	0.152,0.276,0.0,0.251,0.269	0.122,0.59,0.521,0.464,0.504	-0.251	TF
93384	"ENSG00000136936.10"	"XPA"	chr9	-	97689533	97689639	97684922	97685040	97693648	97693759	93384	24,35,4,15,17	66,10,7,17,31	8,64,62,53,48	82,6,7,0,7	255	149	0.001223578434	0.025468428104406714	0.175,0.672,0.25,0.34,0.243	0.054,0.862,0.838,1.0,0.8	-0.375	TF
97941	"ENSG00000101868.11"	"POLA1"	chrX	+	24703250	24703347	24699424	24699549	24704388	24704469	97941	41,95,6,79,64	11,6,4,8,6	53,367,3,69,41	1,4,0,0,4	246	149	4.47830882377e-08	4.657011945843122e-06	0.693,0.906,0.476,0.857,0.866	0.97,0.982,1.0,1.0,0.861	-0.203	TF
103414	"ENSG00000141905.19"	"NFIC"	chr19	+	3453762	3453916	3452481	3452666	3462751	3469217	103414	29,72,3,82,31	167,292,23,292,96	9,277,9,362,215	105,287,3,458,283	298	149	0.00126840492288	0.026217057840813535	0.08,0.11,0.061,0.123,0.139	0.041,0.325,0.6,0.283,0.275	-0.202	TF
104671	"ENSG00000049246.14"	"PER3"	chr1	+	7786720	7786836	7785440	7785586	7788044	7788246	104671	6,306,0,38,78	35,36,2,6,31	13,252,36,82,119	8,10,0,0,2	265	149	1.27270929801e-05	0.0005628453116973843	0.088,0.827,0.0,0.781,0.586	0.477,0.934,1.0,1.0,0.971	-0.42	TF
109093	"ENSG00000162929.14"	"KIAA1841"	chr2	+	61092463	61092587	61088357	61088468	61103852	61103998	109093	3,2,0,4,4	3,4,2,2,2	1,26,3,7,8	0,3,0,0,1	273	149	3.66617709524e-08	3.922116623597921e-06	0.353,0.214,0.0,0.522,0.522	1.0,0.825,1.0,1.0,0.814	-0.606	TF
113828	"ENSG00000115993.13"	"TRAK2"	chr2	-	201401017	201401094	201399376	201399493	201407402	201407597	113828	97,1400,33,210,1004	293,67,4,34,226	456,210,67,634,269	84,13,2,1,8	226	149	0.000312069626053	0.008256496044217921	0.179,0.932,0.845,0.803,0.745	0.782,0.914,0.957,0.998,0.957	-0.221	TF
114124	"ENSG00000154124.5"	"OTULIN"	chr5	+	14673641	14673718	14664717	14664977	14678680	14678775	114124	80,143,15,114,74	59,80,13,27,50	113,288,1,223,151	92,59,0,14,13	226	149	0.00118978348988	0.02489634382006051	0.472,0.541,0.432,0.736,0.494	0.447,0.763,1.0,0.913,0.884	-0.266	TF
114125	"ENSG00000154124.5"	"OTULIN"	chr5	+	14678680	14678775	14664663	14664977	14681463	14681607	114125	121,153,19,70,84	35,2,6,11,66	132,207,1,71,98	41,1,0,2,1	244	149	0.000417304942855	0.010504917699139516	0.679,0.979,0.659,0.795,0.437	0.663,0.992,1.0,0.956,0.984	-0.209	TF
118971	"ENSG00000125347.14"	"IRF1"	chr5	-	132485666	132485716	132484361	132484497	132486556	132486686	118971	19,26,3,14,22	43,1,2,4,27	13,13,11,118,55	3,5,0,0,1	199	149	1.62129682979e-06	9.905507369842274e-05	0.249,0.951,0.529,0.724,0.379	0.764,0.661,1.0,1.0,0.976	-0.314	TF
118973	"ENSG00000125347.14"	"IRF1"	chr5	-	132486250	132486373	132484361	132484497	132486556	132486686	118973	51,58,2,16,64	43,1,2,4,27	40,35,26,218,154	3,5,0,0,1	272	149	4.33434454994e-09	6.271434688130642e-07	0.394,0.969,0.354,0.687,0.565	0.88,0.793,1.0,1.0,0.988	-0.338	TF
119544	"ENSG00000015479.19"	"MATR3"	chr5	+	139307238	139308327	139293729	139293805	139316075	139316188	119544	55,337,41,204,230	161,2,2,0,147	102,491,59,467,236	16,0,0,2,0	298	149	0.000896743756424	0.019738368573352344	0.146,0.988,0.911,1.0,0.439	0.761,1.0,1.0,0.992,1.0	-0.254	TF
119554	"ENSG00000015479.19"	"MATR3"	chr5	+	139314674	139314736	139293679	139293805	139316075	139316188	119554	22,2,2,2,16	161,2,2,0,147	1,38,2,22,25	16,0,0,2,0	211	149	1.58765446765e-05	0.0006759524560829281	0.088,0.414,0.414,1.0,0.071	0.042,1.0,1.0,0.886,1.0	-0.388	TF
119558	"ENSG00000015479.19"	"MATR3"	chr5	+	139315696	139315738	139293721	139293805	139316075	139316188	119558	65,219,33,85,149	161,2,2,0,147	79,339,86,339,168	16,0,0,2,0	191	149	0.000225504849013	0.006289594970457701	0.24,0.988,0.928,1.0,0.442	0.794,1.0,1.0,0.992,1.0	-0.238	TF
123706	"ENSG00000106462.11"	"EZH2"	chr7	-	148814913	148815039	148813958	148814137	148815505	148815546	123706	24,24,6,19,10	33,2,5,6,1	13,597,23,83,110	41,18,0,0,0	275	149	0.000550600282355	0.013201833215744306	0.283,0.867,0.394,0.632,0.844	0.147,0.947,1.0,1.0,1.0	-0.215	TF
124021	"ENSG00000139793.18"	"MBNL2"	chr13	+	97366458	97366553	97357481	97357635	97391321	97391599	124021	39,86,15,19,100	38,174,13,22,153	77,106,5,369,75	50,16,0,181,75	244	149	0.00088651569265	0.01953563797996843	0.385,0.232,0.413,0.345,0.285	0.485,0.802,1.0,0.555,0.379	-0.312	TF
127216	"ENSG00000105136.20"	"ZNF419"	chr19	+	57490146	57490185	57487717	57487983	57491467	57491597	127216	0,22,2,4,3	5,4,4,8,8	5,24,2,40,21	12,3,0,6,1	188	149	0.000849376321833	0.01889702658875073	0.0,0.813,0.284,0.284,0.229	0.248,0.864,1.0,0.841,0.943	-0.457	TF
128209	"ENSG00000122299.12"	"ZC3H7A"	chr16	-	11761405	11761511	11758430	11758539	11761909	11762043	128209	38,241,0,76,102	6,4,2,2,11	11,546,60,469,356	2,9,0,0,0	255	149	0.000532820872514	0.012836999688718124	0.787,0.972,0.0,0.957,0.844	0.763,0.973,1.0,1.0,1.0	-0.235	TF
128210	"ENSG00000122299.12"	"ZC3H7A"	chr16	-	11761467	11761511	11758430	11758539	11761909	11762043	128210	8,47,0,8,16	6,4,2,2,11	2,119,22,145,100	2,9,0,0,0	193	149	4.92107842576e-06	0.00025264381968464073	0.507,0.901,0.0,0.755,0.529	0.436,0.911,1.0,1.0,1.0	-0.331	TF
128213	"ENSG00000122299.12"	"ZC3H7A"	chr16	-	11769030	11769095	11768314	11768501	11770782	11770841	128213	7,83,0,13,43	24,3,3,3,30	10,309,21,210,163	20,12,0,3,2	214	149	0.000511225486505	0.012422865616712877	0.169,0.951,0.0,0.751,0.499	0.258,0.947,1.0,0.98,0.983	-0.36	TF
129725	"ENSG00000165392.11"	"WRN"	chr8	+	31124907	31125000	31124521	31124623	31132364	31132506	129725	87,34,2,39,25	12,0,4,0,4	22,310,9,49,92	1,0,0,0,0	242	149	2.20430243204e-05	0.0008942063347761236	0.817,1.0,0.235,1.0,0.794	0.931,1.0,1.0,1.0,1.0	-0.217	TF
130795	"ENSG00000106948.16"	"AKNA"	chr9	-	114364559	114364619	114362405	114362533	114368438	114368595	130795	87,68,4,144,29	48,0,2,32,18	18,61,3,30,29	1,0,0,0,0	209	149	1.93189908515e-12	6.977076042185606e-10	0.564,1.0,0.588,0.762,0.535	0.928,1.0,1.0,1.0,1.0	-0.296	TF
130796	"ENSG00000106948.16"	"AKNA"	chr9	-	114367542	114367697	114362405	114362533	114368438	114368595	130796	141,122,11,192,60	48,0,2,32,18	36,95,2,42,43	1,0,0,0,0	298	149	3.36286554159e-13	1.4892232722886112e-10	0.595,1.0,0.733,0.75,0.625	0.947,1.0,1.0,1.0,1.0	-0.249	TF
132140	"ENSG00000196150.13"	"ZNF250"	chr8	-	144886839	144886902	144876950	144882836	144889580	144889694	132140	51,81,8,50,47	27,41,4,29,35	41,163,5,69,59	38,17,0,9,5	212	149	0.000400337319224	0.010162276781767968	0.57,0.581,0.584,0.548,0.486	0.431,0.871,1.0,0.843,0.892	-0.254	TF
132592	"ENSG00000110768.12"	"GTF2H1"	chr11	+	18351880	18351969	18347831	18347919	18352328	18352446	132592	38,180,3,32,85	18,0,1,10,28	30,231,50,505,306	4,4,0,6,2	238	149	3.82993636805e-12	1.2716054694950528e-09	0.569,1.0,0.653,0.667,0.655	0.824,0.973,1.0,0.981,0.99	-0.245	TF
133739	"ENSG00000111358.14"	"GTF2H3"	chr12	+	123654923	123654998	123652706	123652735	123659429	123659475	133739	13,31,0,21,34	9,0,2,4,24	8,141,5,82,58	6,5,0,2,0	224	149	0.0027566377909	0.049695843999592655	0.49,1.0,0.0,0.777,0.485	0.47,0.949,1.0,0.965,1.0	-0.326	TF
133960	"ENSG00000189298.14"	"ZKSCAN3"	chr6	+	28363691	28363815	28363302	28363385	28365425	28366746	133960	22,74,19,119,42	9,14,6,32,10	72,122,2,110,63	17,14,0,3,4	273	149	0.000347913881262	0.009037708636230518	0.572,0.743,0.633,0.67,0.696	0.698,0.826,1.0,0.952,0.896	-0.212	TF
134112	"ENSG00000197008.9"	"ZNF138"	chr7	+	64830939	64831076	64794387	64794571	64831450	64831803	134112	6,13,0,6,9	49,14,12,45,46	6,31,5,6,11	24,32,7,2,6	286	149	0.000253789115065	0.006948964800210881	0.06,0.326,0.0,0.065,0.093	0.115,0.335,0.271,0.61,0.489	-0.255	TF
135514	"ENSG00000185252.19"	"ZNF74"	chr22	+	20395332	20395418	20394150	20394662	20405376	20406968	135514	9,10,4,51,8	7,8,0,11,11	26,51,24,31,19	17,4,0,2,0	235	149	0.00249687755529	0.045896296793524895	0.449,0.442,1.0,0.746,0.316	0.492,0.89,1.0,0.908,1.0	-0.267	TF
135713	"ENSG00000171163.15"	"ZNF692"	chr1	-	248856513	248856562	248856287	248856422	248857233	248857436	135713	166,111,20,253,58	91,6,14,27,31	241,332,112,171,136	144,6,0,2,0	198	149	8.46403225285e-07	5.724587756841863e-05	0.579,0.933,0.518,0.876,0.585	0.557,0.977,1.0,0.985,1.0	-0.206	TF
142545	"ENSG00000156469.9"	"MTERF3"	chr8	-	96243918	96244080	96239401	96239685	96245859	96245931	142545	89,79,2,17,31	12,7,4,0,13	18,433,189,124,132	9,3,2,0,3	298	149	0.000437126708483	0.010921353307105933	0.788,0.849,0.2,1.0,0.544	0.5,0.986,0.979,1.0,0.957	-0.208	TF
143493	"ENSG00000123415.15"	"SMUG1"	chr12	-	54187818	54187902	54183653	54183959	54188950	54189008	143493	9,5,0,2,3	11,16,2,26,11	5,54,29,21,19	10,32,29,71,17	233	149	0.00145016984879	0.029245091950598334	0.343,0.167,0.0,0.047,0.149	0.242,0.519,0.39,0.159,0.417	-0.204	TF
143498	"ENSG00000123415.15"	"SMUG1"	chr12	-	54187818	54187905	54183655	54183959	54188950	54188974	143498	10,9,0,2,3	11,16,2,26,11	5,73,29,34,25	10,32,29,71,17	236	149	0.00187716866706	0.03616987594739437	0.365,0.262,0.0,0.046,0.147	0.24,0.59,0.387,0.232,0.481	-0.222	TF
145480	"ENSG00000106829.19"	"TLE4"	chr9	+	79705888	79705942	79704644	79704902	79708117	79708250	145480	53,129,26,168,78	40,4,4,12,45	72,201,4,406,139	5,9,0,0,0	203	149	2.42289521779e-11	6.424669364060831e-09	0.493,0.959,0.827,0.911,0.56	0.914,0.943,1.0,1.0,1.0	-0.221	TF
149603	"ENSG00000151657.12"	"KIN"	chr10	-	7774830	7774891	7769215	7769345	7778837	7779019	149603	27,29,7,10,18	13,0,4,12,8	21,45,15,31,36	22,0,0,0,0	210	149	0.000188051493084	0.0054177965140875094	0.596,1.0,0.554,0.372,0.615	0.404,1.0,1.0,1.0,1.0	-0.253	TF
150781	"ENSG00000067066.17"	"SP100"	chr2	+	230417590	230417665	230415941	230416328	230442936	230443099	150781	15,172,0,62,79	43,24,4,19,61	13,98,22,761,1265	7,16,3,71,128	224	149	0.000456492719297	0.0113185157268315	0.188,0.827,0.0,0.685,0.463	0.553,0.803,0.83,0.877,0.868	-0.354	TF
150797	"ENSG00000067066.17"	"SP100"	chr2	+	230449087	230449150	230446818	230446902	230449313	230449380	150797	24,93,0,57,79	2,2,2,13,13	13,33,3,160,290	1,1,0,0,0	212	149	1.02741483844e-05	0.0004701768095097864	0.894,0.97,0.0,0.755,0.81	0.901,0.959,1.0,1.0,1.0	-0.286	TF
150814	"ENSG00000067066.17"	"SP100"	chr2	+	230464066	230464150	230462434	230462518	230466300	230466354	150814	34,258,3,61,166	28,6,4,1,38	28,123,38,740,1307	2,5,3,3,30	233	149	5.93745408017e-06	0.0002951633338762174	0.437,0.965,0.324,0.975,0.736	0.9,0.94,0.89,0.994,0.965	-0.25	TF
151491	"ENSG00000137574.11"	"TGS1"	chr8	+	55782747	55782812	55773445	55773719	55785718	55785891	151491	12,83,3,20,22	25,5,2,11,9	14,379,1,166,117	19,13,0,0,0	214	149	2.02339267429e-05	0.0008318207534634066	0.25,0.92,0.511,0.559,0.63	0.339,0.953,1.0,1.0,1.0	-0.284	TF
