ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	Type
70412	"ENSG00000101493.11"	"ZNF516"	chr18	-	76370527	76370595	76357681	76362557	76371466	76371571	70412	86,62,1,92,36	363,66,29,119,120	42,396,7,181,56	223,51,11,24,8	217	149	0.000485273006001	0.011905144957472432	0.14,0.392,0.023,0.347,0.171	0.115,0.842,0.304,0.838,0.828	-0.371	Epi
74672	"ENSG00000163939.18"	"PBRM1"	chr3	-	52554723	52554879	52550746	52550817	52558248	52558413	74672	16,167,2,106,32	6,2,0,1,3	13,164,1,78,26	3,5,0,38,42	298	149	0.00178493578062	0.034731953204842556	0.571,0.977,1.0,0.981,0.842	0.684,0.943,1.0,0.506,0.236	0.2	Epi
78486	"ENSG00000168769.13"	"TET2"	chr4	+	105241338	105241429	105233896	105237351	105242833	105242927	78486	2,12,2,25,16	5,10,0,10,7	4,126,3,27,80	5,12,0,0,4	240	149	0.00176654067919	0.034446088103612583	0.199,0.427,1.0,0.608,0.587	0.332,0.867,1.0,1.0,0.925	-0.261	Epi
79181	"ENSG00000163935.14"	"SFMBT1"	chr3	-	52930940	52931035	52928190	52928341	52932061	52932308	79181	12,31,2,29,19	1,2,2,4,9	4,74,1,7,16	0,0,0,0,0	244	149	1.30767409123e-08	1.6214660569693436e-06	0.88,0.904,0.379,0.816,0.563	1.0,1.0,1.0,1.0,1.0	-0.292	Epi
79319	"ENSG00000028310.18"	"BRD9"	chr5	-	868606	869119	865413	865581	869244	869404	79319	19,2,2,0,4	15,1,0,2,1	0,4,1,1,0	8,5,4,3,5	298	149	0.00112858194275	0.023853385489980356	0.388,0.5,1.0,0.0,0.667	0.0,0.286,0.111,0.143,0.0	0.403	Epi
79887	"ENSG00000123562.17"	"MORF4L2"	chrX	-	103684680	103684729	103678498	103678620	103685170	103685260	79887	7,36,0,12,23	15,18,2,15,29	5,146,29,310,284	0,46,16,96,63	198	149	0.000443141598077	0.011040042767553214	0.26,0.601,0.0,0.376,0.374	1.0,0.705,0.577,0.708,0.772	-0.43	Epi
79888	"ENSG00000123562.17"	"MORF4L2"	chrX	-	103684680	103684729	103678498	103678651	103685170	103685260	79888	13,44,0,9,29	378,43,10,54,252	7,210,45,379,381	55,521,25,428,481	198	149	5.42524423529e-05	0.00192569547016853	0.025,0.435,0.0,0.111,0.08	0.087,0.233,0.575,0.4,0.373	-0.203	Epi
82822	"ENSG00000196498.13"	"NCOR2"	chr12	-	124327408	124327633	124326190	124326370	124330844	124330898	82822	238,523,156,971,330	4,55,0,24,0	648,935,152,677,487	6,45,7,537,392	298	149	0.00217700345614	0.04088822013496877	0.967,0.826,1.0,0.953,1.0	0.982,0.912,0.916,0.387,0.383	0.233	Epi
84470	"ENSG00000132356.11"	"PRKAA1"	chr5	-	40769415	40769503	40767465	40767690	40771718	40771855	84470	43,203,2,72,91	50,10,2,7,35	11,456,14,590,538	13,9,0,4,6	237	149	0.000154577535991	0.0046233349129070145	0.351,0.927,0.386,0.866,0.62	0.347,0.97,1.0,0.989,0.983	-0.228	Epi
86238	"ENSG00000134759.14"	"ELP2"	chr18	+	36138794	36138872	36138094	36138426	36142825	36142860	86238	9,21,0,31,16	75,1,5,10,13	7,105,22,115,109	38,5,0,0,0	227	149	2.96648918705e-05	0.0011518789925355256	0.073,0.932,0.0,0.67,0.447	0.108,0.932,1.0,1.0,1.0	-0.384	Epi
86244	"ENSG00000134759.14"	"ELP2"	chr18	+	36141136	36141201	36138269	36138426	36142825	36142857	86244	24,10,0,4,13	75,1,5,10,13	7,53,15,3,8	38,5,0,0,0	214	149	0.00040060199595	0.010165031663361176	0.182,0.874,0.0,0.218,0.41	0.114,0.881,1.0,1.0,1.0	-0.462	Epi
91183	"ENSG00000010803.16"	"SCMH1"	chr1	-	41033982	41034048	41028583	41028726	41037361	41037452	91183	14,43,0,59,26	54,78,4,122,49	7,251,11,100,69	35,121,7,80,47	215	149	0.00272451260469	0.04923083740662264	0.152,0.276,0.0,0.251,0.269	0.122,0.59,0.521,0.464,0.504	-0.251	Epi
105806	"ENSG00000137486.17"	"ARRB1"	chr11	-	75271700	75271724	75268888	75268959	75272894	75272978	105806	12,51,10,75,48	10,17,4,41,11	67,18,15,16,18	37,44,13,60,37	173	149	2.93116507448e-05	0.0011402030715177713	0.508,0.721,0.683,0.612,0.79	0.609,0.261,0.498,0.187,0.295	0.293	Epi
106139	"ENSG00000184402.15"	"SS18L1"	chr20	+	62161435	62161580	62159876	62159961	62162751	62162931	106139	80,87,22,88,87	61,15,1,6,41	122,396,4,245,146	29,0,0,0,0	294	149	5.42552517357e-08	5.501414918209655e-06	0.399,0.746,0.918,0.881,0.518	0.681,1.0,1.0,1.0,1.0	-0.244	Epi
109114	"ENSG00000168137.17"	"SETD5"	chr3	+	9433369	9433562	9429826	9430051	9433844	9433878	109114	123,84,32,223,131	27,29,7,49,19	90,369,0,151,129	45,251,7,81,71	298	149	0.000157576855073	0.0046979336439396165	0.695,0.592,0.696,0.695,0.775	0.5,0.424,0.0,0.482,0.476	0.314	Epi
119600	"ENSG00000112787.13"	"FBRSL1"	chr12	+	132571306	132571524	132571151	132571231	132572287	132572338	119600	63,62,10,79,67	8,35,1,31,19	69,109,10,68,79	26,269,5,73,74	298	149	0.000288461411275	0.007734044872808876	0.797,0.47,0.833,0.56,0.638	0.57,0.168,0.5,0.318,0.348	0.279	Epi
123706	"ENSG00000106462.11"	"EZH2"	chr7	-	148814913	148815039	148813958	148814137	148815505	148815546	123706	24,24,6,19,10	33,2,5,6,1	13,597,23,83,110	41,18,0,0,0	275	149	0.000550600282355	0.013201833215744306	0.283,0.867,0.394,0.632,0.844	0.147,0.947,1.0,1.0,1.0	-0.215	Epi
127849	"ENSG00000143499.14"	"SMYD2"	chr1	+	214305186	214305250	214281101	214281427	214314761	214314872	127849	23,60,1,90,60	86,8,5,18,19	34,295,96,262,173	70,24,2,4,2	213	149	0.000530014594724	0.012788321010875814	0.158,0.84,0.123,0.778,0.688	0.254,0.896,0.971,0.979,0.984	-0.299	Epi
138600	"ENSG00000157212.19"	"PAXIP1"	chr7	-	154986016	154986179	154983218	154983332	154991005	154991069	138600	11,13,4,19,14	8,23,2,7,3	13,62,0,11,12	8,104,1,55,36	298	149	0.00226608190682	0.04229889604879379	0.407,0.22,0.5,0.576,0.7	0.448,0.23,0.0,0.091,0.143	0.298	Epi
145480	"ENSG00000106829.19"	"TLE4"	chr9	+	79705888	79705942	79704644	79704902	79708117	79708250	145480	53,129,26,168,78	40,4,4,12,45	72,201,4,406,139	5,9,0,0,0	203	149	2.42289521779e-11	6.424669364060831e-09	0.493,0.959,0.827,0.911,0.56	0.914,0.943,1.0,1.0,1.0	-0.221	Epi
150084	"ENSG00000112081.17"	"SRSF3"	chr6	+	36599820	36600276	36598848	36598983	36601151	36601190	150084	710,531,16,169,690	60,700,46,674,360	192,226,42,447,361	236,3244,653,1698,1279	298	149	4.0830260957e-05	0.0015201834985717779	0.855,0.275,0.148,0.111,0.489	0.289,0.034,0.031,0.116,0.124	0.257	Epi
150781	"ENSG00000067066.17"	"SP100"	chr2	+	230417590	230417665	230415941	230416328	230442936	230443099	150781	15,172,0,62,79	43,24,4,19,61	13,98,22,761,1265	7,16,3,71,128	224	149	0.000456492719297	0.0113185157268315	0.188,0.827,0.0,0.685,0.463	0.553,0.803,0.83,0.877,0.868	-0.354	Epi
150797	"ENSG00000067066.17"	"SP100"	chr2	+	230449087	230449150	230446818	230446902	230449313	230449380	150797	24,93,0,57,79	2,2,2,13,13	13,33,3,160,290	1,1,0,0,0	212	149	1.02741483844e-05	0.0004701768095097864	0.894,0.97,0.0,0.755,0.81	0.901,0.959,1.0,1.0,1.0	-0.286	Epi
150814	"ENSG00000067066.17"	"SP100"	chr2	+	230464066	230464150	230462434	230462518	230466300	230466354	150814	34,258,3,61,166	28,6,4,1,38	28,123,38,740,1307	2,5,3,3,30	233	149	5.93745408017e-06	0.0002951633338762174	0.437,0.965,0.324,0.975,0.736	0.9,0.94,0.89,0.994,0.965	-0.25	Epi
803	"ENSG00000147099.21"	"HDAC8"	chrX	-	72494195	72494381	72484850	72489041	72495155	72495268	803	23,7,0,14,10	1,1,2,2,4	25,2,0,2,1	14,10,7,2,2	298	149	0.000871981958534	0.01930101378328675	0.92,0.778,0.0,0.778,0.556	0.472,0.091,0.0,0.333,0.2	0.387	TF
1715	"ENSG00000186951.16"	"PPARA"	chr22	+	46176752	46176836	46151883	46151970	46188722	46188822	1715	2,50,2,47,11	2,28,2,1,6	7,23,2,51,58	1,2,0,2,2	233	149	2.19588898791e-05	0.0008925880820166418	0.39,0.533,0.39,0.968,0.54	0.817,0.88,1.0,0.942,0.949	-0.353	TF
2770	"ENSG00000099917.17"	"MED15"	chr22	+	20551435	20551487	20537116	20537204	20564449	20564500	2770	55,93,5,81,74	57,5,3,7,30	38,173,20,350,250	22,3,0,0,7	201	149	1.53267047257e-05	0.0006553286201862846	0.417,0.932,0.553,0.896,0.646	0.561,0.977,1.0,1.0,0.964	-0.212	TF
4063	"ENSG00000101126.18"	"ADNP"	chr20	-	50904765	50904849	50903888	50904001	50918738	50918781	4063	4,1,1,2,15	0,1,0,0,0	0,30,3,23,47	3,4,0,6,6	233	149	1.88054203745e-05	0.0007827335393473153	1.0,0.39,1.0,1.0,1.0	0.0,0.827,1.0,0.71,0.834	0.204	TF
4280	"ENSG00000198185.11"	"ZNF334"	chr20	-	46506306	46506458	46504613	46504740	46509604	46509751	4280	7,34,13,17,22	7,4,0,26,5	42,7,5,10,2	0,9,0,0,0	298	149	0.00223803685334	0.04186543766630095	0.333,0.81,1.0,0.246,0.688	1.0,0.28,1.0,1.0,1.0	-0.241	TF
6489	"ENSG00000105486.14"	"LIG1"	chr19	-	48133980	48134066	48132981	48133097	48135679	48135779	6489	61,56,11,214,26	43,17,8,25,16	118,414,51,131,143	70,15,0,4,3	235	149	1.55060158258e-06	9.576950837077119e-05	0.474,0.676,0.466,0.844,0.507	0.517,0.946,1.0,0.954,0.968	-0.284	TF
7386	"ENSG00000245680.10"	"ZNF585B"	chr19	-	37198938	37199054	37190023	37190150	37207039	37207254	7386	8,13,0,0,12	15,28,6,18,23	8,25,8,60,29	14,29,0,28,19	265	149	0.000576333975842	0.013697768951939584	0.231,0.207,0.0,0.0,0.227	0.243,0.326,1.0,0.546,0.462	-0.382	TF
7388	"ENSG00000245680.10"	"ZNF585B"	chr19	-	37198938	37199054	37190023	37190150	37210458	37210505	7388	9,7,0,0,8	4,12,3,1,10	6,15,8,29,12	1,4,0,8,0	265	149	8.93886714448e-06	0.0004181835238026296	0.559,0.247,0.0,0.0,0.31	0.771,0.678,1.0,0.671,1.0	-0.601	TF
8070	"ENSG00000181896.12"	"ZNF101"	chr19	+	19678725	19678786	19668795	19668966	19679180	19679523	8070	10,17,2,32,9	4,0,0,2,14	11,19,8,22,26	0,0,0,0,2	210	149	1.22865458222e-05	0.000545772473513187	0.639,1.0,1.0,0.919,0.313	1.0,1.0,1.0,1.0,0.902	-0.206	TF
8809	"ENSG00000223547.10"	"ZNF844"	chr19	+	12074360	12074421	12074030	12074157	12075311	12081565	8809	68,130,9,74,50	63,56,15,35,194	39,97,12,61,67	158,2,0,1,0	210	149	1.04926602507e-06	6.837349319320006e-05	0.434,0.622,0.299,0.6,0.155	0.149,0.972,1.0,0.977,1.0	-0.398	TF
9104	"ENSG00000171466.10"	"ZNF562"	chr19	-	9656546	9656653	9652712	9653878	9674631	9675048	9104	23,20,1,19,13	6,1,0,8,12	35,41,3,14,8	8,0,0,0,0	256	149	0.00265260556629	0.048167173543750746	0.691,0.921,1.0,0.58,0.387	0.718,1.0,1.0,1.0,1.0	-0.228	TF
13950	"ENSG00000276234.5"	"TADA2A"	chr17	+	37426949	37427009	37423508	37423615	37440504	37440579	13950	4,8,4,8,11	5,5,0,4,3	4,73,13,19,9	1,2,0,0,0	209	149	8.16420442362e-09	1.0769470710614283e-06	0.363,0.533,1.0,0.588,0.723	0.74,0.963,1.0,1.0,1.0	-0.299	TF
14164	"ENSG00000010244.18"	"ZNF207"	chr17	+	32361467	32361515	32360891	32360967	32362913	32362984	14164	107,242,0,96,141	183,290,34,97,180	35,1194,61,1065,752	183,70,24,55,19	197	149	4.947509051e-06	0.00025340121495043115	0.307,0.387,0.0,0.428,0.372	0.126,0.928,0.658,0.936,0.968	-0.424	TF
14233	"ENSG00000178691.11"	"SUZ12"	chr17	+	31947616	31947685	31937006	31937520	31966146	31966196	14233	61,8,0,0,33	43,4,1,5,12	10,185,2,48,46	20,1,0,0,2	218	149	1.63814782054e-05	0.0006935944508716288	0.492,0.578,0.0,0.0,0.653	0.255,0.992,1.0,1.0,0.94	-0.493	TF
15711	"ENSG00000141503.17"	"MINK1"	chr17	+	4892401	4892512	4892148	4892234	4892655	4892768	15711	35,95,12,245,51	87,207,25,431,165	85,368,9,537,474	206,44,30,188,61	260	149	0.000855248157975	0.019001687572647287	0.187,0.208,0.216,0.246,0.15	0.191,0.827,0.147,0.621,0.817	-0.319	TF
17979	"ENSG00000197779.13"	"ZNF81"	chrX	+	47842649	47842768	47836901	47836987	47846104	47846321	17979	31,18,16,38,17	3,2,0,10,2	58,14,0,22,12	5,31,2,18,14	268	149	0.000174326244948	0.005094334560280568	0.852,0.833,1.0,0.679,0.825	0.866,0.201,0.0,0.405,0.323	0.479	TF
18891	"ENSG00000085721.12"	"RRN3"	chr16	-	15086364	15086454	15086128	15086258	15091314	15091371	18891	3,20,0,2,19	3,28,2,8,83	0,159,3,51,68	23,26,0,4,12	239	149	0.00056718256311	0.013517280063457726	0.384,0.308,0.0,0.135,0.125	0.0,0.792,1.0,0.888,0.779	-0.501	TF
19322	"ENSG00000006194.10"	"ZNF263"	chr16	+	3285058	3285239	3283490	3284205	3286022	3286149	19322	45,57,2,66,99	2,5,0,10,0	47,76,0,64,22	4,21,2,24,14	298	149	0.000271627644234	0.007344721239603295	0.918,0.851,1.0,0.767,1.0	0.855,0.644,0.0,0.571,0.44	0.405	TF
19324	"ENSG00000006194.10"	"ZNF263"	chr16	+	3285680	3285754	3283505	3284205	3286022	3286149	19324	22,38,3,33,57	2,5,0,10,0	25,49,8,48,32	4,21,2,24,14	223	149	8.84545834233e-05	0.0028863240459598917	0.88,0.835,1.0,0.688,1.0	0.807,0.609,0.728,0.572,0.604	0.217	TF
19969	"ENSG00000068305.17"	"MEF2A"	chr15	+	99620890	99621080	99598429	99598511	99632977	99633173	19969	26,21,2,30,14	20,36,2,16,25	19,5,0,40,49	19,220,5,107,170	298	149	4.08121446371e-06	0.00021612324456490853	0.394,0.226,0.333,0.484,0.219	0.333,0.011,0.0,0.157,0.126	0.206	TF
22051	"ENSG00000137871.20"	"ZNF280D"	chr15	-	56707081	56707143	56704120	56704267	56707262	56707306	22051	55,100,14,75,73	31,60,15,11,25	54,44,30,142,218	46,3,0,0,2	211	149	2.42939129369e-07	1.9793305937000206e-05	0.556,0.541,0.397,0.828,0.673	0.453,0.912,1.0,1.0,0.987	-0.271	TF
22052	"ENSG00000137871.20"	"ZNF280D"	chr15	-	56707081	56707150	56704120	56704267	56707262	56707306	22052	61,130,8,60,88	31,60,15,11,25	56,37,19,245,244	46,3,0,0,2	218	149	4.73877860507e-07	3.485706323534993e-05	0.574,0.597,0.267,0.788,0.706	0.454,0.894,1.0,1.0,0.988	-0.281	TF
22377	"ENSG00000104177.18"	"MYEF2"	chr15	-	48152233	48152284	48151873	48151942	48153791	48153893	22377	38,178,36,238,237	60,87,10,98,61	65,621,26,162,87	21,117,9,5,2	200	149	4.41499886346e-05	0.0016205672174430172	0.321,0.604,0.728,0.644,0.743	0.698,0.798,0.683,0.96,0.97	-0.214	TF
24735	"ENSG00000042088.14"	"TDP1"	chr14	+	89980539	89980632	89971174	89971271	89984515	89984587	24735	12,21,0,12,13	2,2,1,2,3	19,128,11,42,64	1,1,0,0,0	242	149	0.000208790907471	0.00590437467182761	0.787,0.866,0.0,0.787,0.727	0.921,0.987,1.0,1.0,1.0	-0.348	TF
28690	"ENSG00000120693.13"	"SMAD9"	chr13	-	36867272	36867383	36865536	36865758	36872657	36872915	28690	29,338,4,93,125	53,309,10,71,155	59,97,18,112,32	145,15,4,24,7	260	149	0.00130313011471	0.026819843252415928	0.239,0.385,0.186,0.429,0.316	0.189,0.788,0.721,0.728,0.724	-0.319	TF
29404	"ENSG00000183495.14"	"EP400"	chr12	+	132021078	132021321	132020048	132020218	132023776	132023941	29404	129,163,13,369,90	161,86,31,146,70	115,830,2,561,343	286,78,0,23,1	298	149	1.47090367778e-05	0.0006324497200536489	0.286,0.487,0.173,0.558,0.391	0.167,0.842,1.0,0.924,0.994	-0.406	TF
30771	"ENSG00000139372.15"	"TDG"	chr12	+	103983135	103983218	103982798	103982934	103983294	103983389	30771	10,25,10,20,17	33,6,0,4,6	10,436,3,248,230	6,4,0,6,0	232	149	1.79129626721e-06	0.00010742496950975272	0.163,0.728,1.0,0.763,0.645	0.517,0.986,1.0,0.964,1.0	-0.234	TF
32106	"ENSG00000135502.18"	"SLC26A10"	chr12	+	57622786	57622934	57622558	57622641	57623023	57623137	32106	8,0,1,16,2	3,5,1,2,1	15,7,5,31,6	2,2,0,1,0	297	149	3.68292642843e-05	0.0013915873546866562	0.572,0.0,0.334,0.801,0.501	0.79,0.637,1.0,0.94,1.0	-0.432	TF
32685	"ENSG00000088854.12"	"C20orf194"	chr20	-	3290128	3290217	3287631	3287790	3294138	3294256	32685	36,231,3,123,90	27,8,3,10,16	19,196,14,120,82	3,4,0,1,4	238	149	1.05146670619e-05	0.00047882741965412116	0.455,0.948,0.385,0.885,0.779	0.799,0.968,1.0,0.987,0.928	-0.246	TF
36815	"ENSG00000196967.10"	"ZNF585A"	chr19	-	37165594	37165696	37156228	37156355	37169838	37170054	36815	5,37,5,12,12	14,18,3,14,42	6,115,54,37,42	17,32,0,12,15	251	149	0.00216234948924	0.040648174141075806	0.175,0.55,0.497,0.337,0.145	0.173,0.681,1.0,0.647,0.624	-0.284	TF
38094	"ENSG00000175334.8"	"BANF1"	chr11	+	66002843	66003070	66002255	66002513	66003234	66003335	38094	3,33,0,17,31	7,37,4,19,14	0,4,26,34,28	14,147,100,238,185	298	149	1.94519778618e-07	1.6151592536319596e-05	0.176,0.308,0.0,0.309,0.525	0.0,0.013,0.115,0.067,0.07	0.211	TF
41991	"ENSG00000139613.12"	"SMARCC2"	chr12	-	56172936	56173029	56172584	56172704	56173695	56173849	41991	214,639,64,640,729	245,502,75,189,226	283,368,139,217,87	382,776,67,470,294	242	149	0.0012946781917	0.026671190165597027	0.35,0.439,0.344,0.676,0.665	0.313,0.226,0.561,0.221,0.154	0.2	TF
42782	"ENSG00000148840.11"	"PPRC1"	chr10	+	102143044	102143098	102139099	102142004	102146671	102147392	42782	51,30,4,18,9	32,2,0,4,26	18,47,11,82,62	8,3,0,2,0	203	149	0.00125617749207	0.02602216145704785	0.539,0.917,1.0,0.768,0.203	0.623,0.92,1.0,0.968,1.0	-0.217	TF
42788	"ENSG00000148840.11"	"PPRC1"	chr10	+	102144249	102144307	102143044	102143098	102146671	102147392	42788	26,20,2,4,5	22,0,0,3,2	20,25,1,47,18	0,4,0,0,2	207	149	0.000556599554858	0.013304353022144522	0.46,1.0,1.0,0.49,0.643	1.0,0.818,1.0,1.0,0.866	-0.218	TF
42790	"ENSG00000148840.11"	"PPRC1"	chr10	+	102145019	102145090	102139099	102142004	102146671	102147392	42790	25,40,4,44,15	32,2,0,4,26	55,78,3,219,107	8,3,0,2,0	220	149	4.00476649105e-05	0.0014961393918758847	0.346,0.931,1.0,0.882,0.281	0.823,0.946,1.0,0.987,1.0	-0.263	TF
42849	"ENSG00000166169.17"	"POLL"	chr10	-	101584601	101584720	101583507	101583681	101584877	101584919	42849	10,42,2,46,40	0,4,0,4,0	3,21,45,71,34	2,11,18,15,14	268	149	1.26093139263e-08	1.5740002262210498e-06	1.0,0.854,1.0,0.865,1.0	0.455,0.515,0.582,0.725,0.575	0.373	TF
44060	"ENSG00000005436.14"	"GCFC2"	chr2	-	75691976	75692100	75690487	75690719	75694240	75694427	44060	4,8,0,0,20	3,7,2,4,9	1,308,2,26,44	10,9,0,0,0	273	149	1.02368420666e-05	0.00046929432736023016	0.421,0.384,0.0,0.0,0.548	0.052,0.949,1.0,1.0,1.0	-0.53	TF
45677	"ENSG00000156983.16"	"BRPF1"	chr3	+	9744223	9744508	9743577	9743901	9745007	9745155	45677	126,159,13,64,92	1,0,0,0,0	109,361,5,245,174	4,28,5,17,11	298	149	7.44416306375e-10	1.3368279368937863e-07	0.984,1.0,1.0,1.0,1.0	0.932,0.866,0.333,0.878,0.888	0.217	TF
45846	"ENSG00000189308.11"	"LIN54"	chr4	-	82970326	82970465	82946257	82946474	82978882	82979006	45846	50,32,4,10,23	2,0,0,0,0	6,122,1,75,80	0,8,2,6,4	288	149	0.000260253531167	0.0070798095996278156	0.928,1.0,1.0,1.0,1.0	1.0,0.888,0.206,0.866,0.912	0.211	TF
46887	"ENSG00000100722.20"	"ZC3H14"	chr14	+	88596733	88596808	88577984	88578140	88601923	88602083	46887	38,172,7,51,129	23,38,4,4,26	69,532,16,341,228	5,65,0,20,32	224	149	0.00114509618758	0.024135817263747077	0.524,0.751,0.538,0.895,0.767	0.902,0.845,1.0,0.919,0.826	-0.203	TF
47163	"ENSG00000171720.10"	"HDAC3"	chr5	-	141625684	141625764	141624861	141625365	141626193	141626283	47163	53,111,3,39,46	39,3,4,3,27	38,271,128,333,196	37,3,10,1,0	229	149	0.000407771453915	0.010304777215434267	0.469,0.96,0.328,0.894,0.526	0.401,0.983,0.893,0.995,1.0	-0.219	TF
48047	"ENSG00000109685.18"	"NSD2"	chr4	+	1939653	1939778	1935143	1935262	1951071	1951180	48047	42,83,14,99,57	65,8,6,38,29	67,936,8,210,212	32,82,0,27,19	274	149	0.00235129074583	0.0436142826533812	0.26,0.849,0.559,0.586,0.517	0.532,0.861,1.0,0.809,0.859	-0.258	TF
51121	"ENSG00000113658.18"	"SMAD5"	chr5	+	136152674	136152758	136132846	136132962	136153591	136153729	51121	0,6,0,8,4	328,99,27,116,177	2,25,4,20,15	204,158,0,253,103	233	149	0.00210775991683	0.03986952057701564	0.0,0.037,0.0,0.042,0.014	0.006,0.092,1.0,0.048,0.085	-0.228	TF
52925	"ENSG00000175467.15"	"SART1"	chr11	+	65964005	65964131	65961728	65962093	65964514	65964570	52925	22,72,5,25,72	11,0,3,2,0	39,164,68,60,62	0,1,0,0,0	275	149	1.78007409148e-05	0.0007456838044219115	0.52,1.0,0.475,0.871,1.0	1.0,0.989,1.0,1.0,1.0	-0.225	TF
53335	"ENSG00000112282.18"	"MED23"	chr6	-	131615323	131615341	131610045	131610246	131615906	131616002	53335	23,71,4,37,27	2,10,4,1,11	32,72,3,18,14	4,19,2,83,87	167	149	0.00198649655248	0.037889526098254626	0.911,0.864,0.472,0.971,0.687	0.877,0.772,0.572,0.162,0.126	0.279	TF
54236	"ENSG00000185507.21"	"IRF7"	chr11	-	614173	614399	613784	613865	614475	614534	54236	8,106,0,71,21	7,8,2,18,0	24,32,47,44,183	2,3,1,2,1	298	149	0.000488379481397	0.011961071286674908	0.364,0.869,0.0,0.664,1.0	0.857,0.842,0.959,0.917,0.989	-0.333	TF
61011	"ENSG00000083642.19"	"PDS5B"	chr13	+	32770653	32770761	32770120	32770560	32773188	32773324	61011	64,216,11,37,105	104,88,24,18,49	114,600,19,330,227	92,38,5,21,15	257	149	4.95489722219e-06	0.0002536168997842923	0.263,0.587,0.21,0.544,0.554	0.418,0.902,0.688,0.901,0.898	-0.33	TF
63597	"ENSG00000104205.15"	"SGK3"	chr8	+	66677641	66677954	66667551	66667701	66678218	66678295	63597	12,23,4,8,18	4,2,0,0,0	0,15,1,13,12	2,12,37,0,5	298	149	1.06566777047e-05	0.0004841091453039502	0.6,0.852,1.0,1.0,1.0	0.0,0.385,0.013,1.0,0.545	0.502	TF
63951	"ENSG00000169554.21"	"ZEB2"	chr2	-	144424795	144424864	144404835	144405024	144429768	144430026	63951	112,232,26,90,201	32,82,14,74,258	109,296,29,197,353	54,77,6,20,55	218	149	0.000159931600469	0.004755070713556046	0.705,0.659,0.559,0.454,0.347	0.58,0.724,0.768,0.871,0.814	-0.207	TF
63955	"ENSG00000169554.21"	"ZEB2"	chr2	-	144424795	144424953	144404835	144405024	144429768	144430026	63955	131,243,28,86,229	32,82,14,74,258	126,329,29,218,381	54,77,6,20,55	298	149	0.000180815668577	0.005252449082117602	0.672,0.597,0.5,0.368,0.307	0.538,0.681,0.707,0.845,0.776	-0.221	TF
68471	"ENSG00000153207.15"	"AHCTF1"	chr1	-	246842693	246842776	246839097	246840998	246849614	246849849	68471	171,101,13,73,68	85,4,10,2,10	165,352,63,232,218	18,16,1,0,0	232	149	1.77131309509e-05	0.0007429699733516032	0.564,0.942,0.455,0.959,0.814	0.855,0.934,0.976,1.0,1.0	-0.206	TF
68472	"ENSG00000153207.15"	"AHCTF1"	chr1	-	246843794	246843928	246839097	246840998	246849614	246851442	68472	114,58,4,48,52	85,4,10,2,10	114,270,24,164,144	18,16,1,0,0	283	149	0.000299153716951	0.007966581577449866	0.414,0.884,0.174,0.927,0.732	0.769,0.899,0.927,1.0,1.0	-0.293	TF
70412	"ENSG00000101493.11"	"ZNF516"	chr18	-	76370527	76370595	76357681	76362557	76371466	76371571	70412	86,62,1,92,36	363,66,29,119,120	42,396,7,181,56	223,51,11,24,8	217	149	0.000485273006001	0.011905144957472432	0.14,0.392,0.023,0.347,0.171	0.115,0.842,0.304,0.838,0.828	-0.371	TF
71146	"ENSG00000198521.11"	"ZNF43"	chr19	-	21819094	21819221	21817887	21817986	21851904	21852068	71146	26,53,23,50,17	19,0,4,2,11	54,188,4,30,25	2,6,0,0,0	276	149	1.39161613725e-05	0.0006047491809259045	0.425,1.0,0.756,0.931,0.455	0.936,0.944,1.0,1.0,1.0	-0.263	TF
74672	"ENSG00000163939.18"	"PBRM1"	chr3	-	52554723	52554879	52550746	52550817	52558248	52558413	74672	16,167,2,106,32	6,2,0,1,3	13,164,1,78,26	3,5,0,38,42	298	149	0.00178493578062	0.034731953204842556	0.571,0.977,1.0,0.981,0.842	0.684,0.943,1.0,0.506,0.236	0.2	TF
75580	"ENSG00000143437.21"	"ARNT"	chr1	-	150842423	150842468	150839398	150839654	150858348	150858460	75580	11,19,6,8,3	4,0,0,2,8	1,10,5,36,29	0,0,0,0,0	194	149	3.48791187554e-06	0.0001893712154077589	0.679,1.0,1.0,0.754,0.224	1.0,1.0,1.0,1.0,1.0	-0.269	TF
78249	"ENSG00000198625.13"	"MDM4"	chr1	+	204537429	204537497	204532190	204532246	204538208	204538308	78249	41,35,16,57,18	250,76,16,82,121	61,170,5,91,78	214,201,3,38,55	217	149	0.00156852574924	0.031173222171889944	0.101,0.24,0.407,0.323,0.093	0.164,0.367,0.534,0.622,0.493	-0.203	TF
78486	"ENSG00000168769.13"	"TET2"	chr4	+	105241338	105241429	105233896	105237351	105242833	105242927	78486	2,12,2,25,16	5,10,0,10,7	4,126,3,27,80	5,12,0,0,4	240	149	0.00176654067919	0.034446088103612583	0.199,0.427,1.0,0.608,0.587	0.332,0.867,1.0,1.0,0.925	-0.261	TF
