Splice ID	Case	Sample	Histology	CNS	Type
BCAS1:53975389-53975430_53953431-53953695_53985286-53985499	SE	BS_399RPKC9	H3 WT	NA	Inclusion
PFDN5:53295839-53296275_53295478-53295639_53297849-53297924	SE	BS_399RPKC9	H3 WT	NA	Skipping
ENSG00000288663:53296219-53296275_53295491-53295639_53297849-53297924	SE	BS_399RPKC9	H3 WT	NA	Skipping
PFDN5:53296244-53296275_53295508-53295639_53297849-53297924	SE	BS_399RPKC9	H3 WT	NA	Skipping
LRRC27:132348963-132349057_132347983-132348356_132351606-132351753	SE	BS_399RPKC9	H3 WT	NA	Inclusion
EFS:23360555-23360833_23360140-23360281_23365007-23365172	SE	BS_399RPKC9	H3 WT	NA	Skipping
MTMR2:95914242-95914333_95888155-95888261_95923874-95924123	SE	BS_399RPKC9	H3 WT	NA	Skipping
GUF1:44688007-44688146_44686509-44686713_44689285-44689409	SE	BS_399RPKC9	H3 WT	NA	Inclusion
KANSL2:48662560-48662654_48660467-48660619_48667692-48667789	SE	BS_399RPKC9	H3 WT	NA	Inclusion
PPP1R1A:54581976-54582131_54580943-54581050_54582731-54582795	SE	BS_399RPKC9	H3 WT	NA	Skipping
NDUFB5:179615983-179616049_179604808-179604939_179616982-179617044	SE	BS_399RPKC9	H3 WT	NA	Skipping
PHLDB1:118613294-118613450_118607614-118607699_118613815-118613896	SE	BS_399RPKC9	H3 WT	NA	Inclusion
BTN3A2:26372897-26373097_26370321-26370603_26373275-26373296	SE	BS_399RPKC9	H3 WT	NA	Skipping
ZNF827:145763090-145763122_145757626-145761598_145764987-145765165	SE	BS_399RPKC9	H3 WT	NA	Inclusion
COPS3:17276035-17276183_17270895-17271008_17281131-17281191	SE	BS_399RPKC9	H3 WT	NA	Skipping
HNRNPC:21263311-21263336_21233952-21234229_21269297-21269403	SE	BS_399RPKC9	H3 WT	NA	Skipping
HNRNPC:21263311-21263582_21234030-21234229_21269297-21269425	SE	BS_399RPKC9	H3 WT	NA	Skipping
USP8:50484275-50484361_50481480-50482065_50489800-50489881	SE	BS_399RPKC9	H3 WT	NA	Inclusion
VKORC1:31093312-31093482_31090841-31091342_31094556-31094760	SE	BS_399RPKC9	H3 WT	NA	Skipping
NT5C3B:41828790-41828952_41827425-41827626_41830800-41830890	SE	BS_399RPKC9	H3 WT	NA	Skipping
IFT46:118557738-118557890_118556905-118557045_118559784-118559864	SE	BS_399RPKC9	H3 WT	NA	Inclusion
KDM6A:45060022-45060156_45059246-45059466_45060608-45060764	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ZNF283:43833505-43833626_43831317-43831381_43835504-43835592	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ZNF788P:12110634-12110694_12110304-12110431_12111245-12113048	SE	BS_399RPKC9	H3 WT	NA	Inclusion
XPO1:61499713-61499894_61498864-61498913_61522610-61522683	SE	BS_399RPKC9	H3 WT	NA	Skipping
ETNK1:22668598-22668700_22661062-22661205_22671271-22671355	SE	BS_399RPKC9	H3 WT	NA	Inclusion
SNX14:85565332-85565419_85557975-85558060_85572136-85572215	SE	BS_399RPKC9	H3 WT	NA	Skipping
ENPP2:119595847-119596002_119593751-119593860_119600677-119600750	SE	BS_399RPKC9	H3 WT	NA	Inclusion
DDHD2:38240275-38240364_38238088-38238209_38242249-38242385	SE	BS_399RPKC9	H3 WT	NA	Skipping
C1orf54:150274087-150274170_150272779-150272863_150275740-150275799	SE	BS_399RPKC9	H3 WT	NA	Skipping
EFNA5:107387235-107387315_107376893-107381376_107387705-107387771	SE	BS_399RPKC9	H3 WT	NA	Skipping
PPM1K:88278144-88278642_88275144-88277243_88284405-88284561	SE	BS_399RPKC9	H3 WT	NA	Skipping
AKT3:243683197-243683310_243664771-243664883_243695590-243695716	SE	BS_399RPKC9	H3 WT	NA	Inclusion
BBOF1:74022916-74023144_74019348-74019534_74029183-74029249	SE	BS_399RPKC9	H3 WT	NA	Inclusion
MDM4:204537430-204537497_204532190-204532246_204538208-204538308	SE	BS_399RPKC9	H3 WT	NA	Inclusion
MDM4:204537459-204537497_204532190-204532246_204538208-204538308	SE	BS_399RPKC9	H3 WT	NA	Inclusion
DNAJC10:182739545-182739709_182736248-182736386_182740298-182740384	SE	BS_399RPKC9	H3 WT	NA	Inclusion
USP34:61383269-61383336_61380168-61380361_61394852-61395002	SE	BS_399RPKC9	H3 WT	NA	Skipping
SLC30A6:32177477-32177596_32175318-32175361_32184272-32184338	SE	BS_399RPKC9	H3 WT	NA	Inclusion
MLH1:37017506-37017599_37014431-37014544_37025636-37026007	SE	BS_399RPKC9	H3 WT	NA	Skipping
DGKG:186268801-186268917_186267684-186267777_186272254-186272343	SE	BS_399RPKC9	H3 WT	NA	Inclusion
DPP10:115499510-115499604_115343816-115343912_115525897-115525972	SE	BS_399RPKC9	H3 WT	NA	Skipping
NME7:169190643-169190705_169169446-169169554_169230717-169230819	SE	BS_399RPKC9	H3 WT	NA	Inclusion
SLMAP:57896247-57896371_57890040-57890100_57896510-57896591	SE	BS_399RPKC9	H3 WT	NA	Inclusion
SNRPN:24967029-24967240_24962113-24962209_24967931-24968082	SE	BS_399RPKC9	H3 WT	NA	Inclusion
NDUFAF6:95044477-95044595_95041569-95041626_95045544-95045647	SE	BS_399RPKC9	H3 WT	NA	Inclusion
TBC1D5:17586353-17586557_17508548-17508605_17622647-17622765	SE	BS_399RPKC9	H3 WT	NA	Inclusion
DNAH1:52323808-52323880_52322408-52322775_52326139-52326314	SE	BS_399RPKC9	H3 WT	NA	Inclusion
DOCK9:98825872-98825975_98824397-98824504_98826829-98826887	SE	BS_399RPKC9	H3 WT	NA	Inclusion
PREX2:68019549-68019671_67952045-67952535_68022035-68022140	SE	BS_399RPKC9	H3 WT	NA	Skipping
LAPTM4B:97805353-97805464_97775056-97776108_97815327-97815401	SE	BS_399RPKC9	H3 WT	NA	Skipping
UGCG:111915759-111915836_111914604-111914746_111922848-111922951	SE	BS_399RPKC9	H3 WT	NA	Inclusion
AHI1:135497188-135497249_135492227-135492291_135497582-135497617	SE	BS_399RPKC9	H3 WT	NA	Inclusion
DNAAF11:132643624-132643686_132637984-132638107_132656829-132656907	SE	BS_399RPKC9	H3 WT	NA	Inclusion
SSR1:7295385-7295485_7289675-7289931_7297922-7298001	SE	BS_399RPKC9	H3 WT	NA	Skipping
SSR1:7295392-7295485_7281142-7289931_7297922-7298001	SE	BS_399RPKC9	H3 WT	NA	Skipping
CBWD1:151305-151427_146101-146158_152033-152078	SE	BS_399RPKC9	H3 WT	NA	Inclusion
IP6K1:49747818-49748168_49738211-49738422_49786353-49786540	SE	BS_399RPKC9	H3 WT	NA	Skipping
TCTN1:110628052-110628224_110626361-110626492_110628766-110628918	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ODF2:128469183-128469353_128460941-128461010_128471307-128471346	SE	BS_399RPKC9	H3 WT	NA	Skipping
CTNNA3:67648740-67648816_67647414-67647518_67665540-67665570	SE	BS_399RPKC9	H3 WT	NA	Inclusion
PIGN:62070390-62070506_62044256-62045979_62072672-62072725	SE	BS_399RPKC9	H3 WT	NA	Inclusion
SMURF2:64593991-64594104_64593439-64593573_64598381-64598490	SE	BS_399RPKC9	H3 WT	NA	Inclusion
NUCB2:17291240-17291365_17282788-17282943_17295323-17295441	SE	BS_399RPKC9	H3 WT	NA	Inclusion
RSRC2:122522143-122522329_122521384-122521428_122526847-122526949	SE	BS_399RPKC9	H3 WT	NA	Skipping
TM6SF1:83122757-83122878_83121920-83122003_83124671-83124776	SE	BS_399RPKC9	H3 WT	NA	Skipping
PATJ:62153358-62153481_62148283-62148390_62160907-62161389	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ARHGEF12:120437308-120437382_120431770-120431911_120440128-120440221	SE	BS_399RPKC9	H3 WT	NA	Skipping
MLF1:158592434-158592581_158571163-158571391_158596861-158596945	SE	BS_399RPKC9	H3 WT	NA	Skipping
NCOR1:16151590-16151616_16149450-16149517_16151945-16151998	SE	BS_399RPKC9	H3 WT	NA	Inclusion
TMEM254:80090380-80090431_80082144-80082204_80090796-80090938	SE	BS_399RPKC9	H3 WT	NA	Inclusion
SBNO1:123348029-123348133_123345257-123345570_123350309-123350441	SE	BS_399RPKC9	H3 WT	NA	Skipping
TCTN2:123694842-123694976_123692657-123692723_123695219-123695297	SE	BS_399RPKC9	H3 WT	NA	Skipping
XRN1:142313136-142313174_142312597-142312758_142318591-142318694	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ADARB1:45134715-45134832_45128401-45128573_45171609-45171684	SE	BS_399RPKC9	H3 WT	NA	Inclusion
MYO5A:52331699-52331836_52330352-52330499_52336462-52336556	SE	BS_399RPKC9	H3 WT	NA	Inclusion
CHD9:53223450-53223507_53222643-53222755_53226365-53226403	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ENSG00000262879:47054118-47054213_47033277-47033381_47056459-47056753	SE	BS_399RPKC9	H3 WT	NA	Skipping
POLG2:64483390-64483506_64482918-64482999_64485727-64485868	SE	BS_399RPKC9	H3 WT	NA	Inclusion
BAHCC1:81446738-81446830_81445353-81445681_81447035-81447848	SE	BS_399RPKC9	H3 WT	NA	Inclusion
TSPAN12:120814005-120814247_120810462-120810570_120815728-120815803	SE	BS_399RPKC9	H3 WT	NA	Inclusion
TENM3:182346651-182346929_182323945-182324252_182600923-182601161	SE	BS_399RPKC9	H3 WT	NA	Skipping
IL17RB:53855294-53855341_53852870-53852997_53856843-53856986	SE	BS_399RPKC9	H3 WT	NA	Skipping
PUM1:30964674-30964910_30953713-30953981_30965981-30966197	SE	BS_399RPKC9	H3 WT	NA	Skipping
PPA2:105456248-105456291_105453597-105453642_105456680-105456745	SE	BS_399RPKC9	H3 WT	NA	Inclusion
TARS1:33448541-33448731_33445323-33445404_33453288-33453346	SE	BS_399RPKC9	H3 WT	NA	Skipping
DPY30:31883386-31883462_31869847-31869952_31917925-31918037	SE	BS_399RPKC9	H3 WT	NA	Skipping
COP1:176133847-176133900_176116623-176116681_176135009-176135082	SE	BS_399RPKC9	H3 WT	NA	Inclusion
LRRC40:70187265-70187338_70184784-70184914_70205389-70205579	SE	BS_399RPKC9	H3 WT	NA	Skipping
NDUFC2:78072998-78073072_78069857-78070036_78079578-78079819	SE	BS_399RPKC9	H3 WT	NA	Skipping
NDUFC2:78072998-78073141_78068296-78070036_78079578-78079862	SE	BS_399RPKC9	H3 WT	NA	Skipping
GRIK2:101879018-101879164_101859286-101859493_101889639-101889863	SE	BS_399RPKC9	H3 WT	NA	Inclusion
MPP1:154789954-154790022_154786203-154786400_154805271-154805485	SE	BS_399RPKC9	H3 WT	NA	Skipping
BCAS3:61380506-61380571_61368326-61368494_61388617-61388708	SE	BS_399RPKC9	H3 WT	NA	Skipping
RPRD1A:36033708-36033837_36030990-36031097_36067253-36067556	SE	BS_399RPKC9	H3 WT	NA	Skipping
SLC27A5:58498785-58498915_58498332-58498691_58499122-58499220	SE	BS_399RPKC9	H3 WT	NA	Skipping
DENND10:119105311-119105495_119104091-119104197_119107947-119108096	SE	BS_399RPKC9	H3 WT	NA	Inclusion
STAB1:52523652-52523756_52523426-52523576_52523870-52524017	SE	BS_399RPKC9	H3 WT	NA	Skipping
DTNA:34755976-34756043_34710283-34710445_34765960-34766023	SE	BS_399RPKC9	H3 WT	NA	Skipping
GBP3:89020353-89020743_89015342-89015414_89022683-89022803	SE	BS_399RPKC9	H3 WT	NA	Skipping
GBP3:89020532-89020743_89015286-89015414_89022683-89022778	SE	BS_399RPKC9	H3 WT	NA	Skipping
DCAKD:45044391-45044664_45034773-45034999_45060887-45060995	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ACOT7:6282724-6282796_6281101-6281286_6294863-6294980	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ACOT7:6282724-6282888_6281101-6281286_6294863-6294980	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ZBTB8OS:32634702-32634792_32633950-32634072_32650432-32650525	SE	BS_399RPKC9	H3 WT	NA	Skipping
ZBTB8OS:32634768-32634792_32633950-32634072_32650428-32650550	SE	BS_399RPKC9	H3 WT	NA	Skipping
ZBTB8OS:32634768-32634792_32633950-32634072_32650432-32650535	SE	BS_399RPKC9	H3 WT	NA	Skipping
ITGA9-AS1:37818680-37818930_37808495-37808880_37821013-37821100	SE	BS_399RPKC9	H3 WT	NA	Skipping
ITGA9-AS1:37818810-37818930_37808494-37808880_37821013-37821100	SE	BS_399RPKC9	H3 WT	NA	Skipping
ATP5F1B:56645171-56645353_56644780-56644955_56645836-56645928	SE	BS_399RPKC9	H3 WT	NA	Skipping
PPP1R9A-AS1:95174947-95175089_95108866-95108941_95214184-95214332	SE	BS_399RPKC9	H3 WT	NA	Inclusion
FAM193B:177547168-177547228_177538904-177539147_177553167-177553266	SE	BS_399RPKC9	H3 WT	NA	Inclusion
DLST:74882591-74882624_74881890-74882016_74889094-74889147	SE	BS_399RPKC9	H3 WT	NA	Skipping
MAGI2-AS3:79455890-79456180_79454865-79455007_79458846-79458999	SE	BS_399RPKC9	H3 WT	NA	Inclusion
LSP1P4:91654920-91654997_91617775-91618154_91655367-91655378	SE	BS_399RPKC9	H3 WT	NA	Inclusion
SLC25A11:4939060-4939212_4938768-4938975_4939815-4940046	SE	BS_399RPKC9	H3 WT	NA	Skipping
SH3BGR:39508998-39509027_39499822-39499915_39515087-39515207	SE	BS_399RPKC9	H3 WT	NA	Skipping
SLCO4A1:62668158-62668184_62667869-62667910_62668476-62668541	SE	BS_399RPKC9	H3 WT	NA	Inclusion
MKKS:10428730-10428816_10420527-10420758_10434107-10434214	SE	BS_399RPKC9	H3 WT	NA	Inclusion
DENND10:119105311-119105495_119104091-119104197_119107967-119108164	SE	BS_399RPKC9	H3 WT	NA	Inclusion
POLM:44076509-44076629_44073782-44074530_44078755-44078811	SE	BS_399RPKC9	H3 WT	NA	Inclusion
KCNJ16:70131353-70131480_70130878-70130975_70131994-70132194	SE	BS_399RPKC9	H3 WT	NA	Inclusion
USP28:113852501-113852633_113841662-113841768_113875444-113875528	SE	BS_399RPKC9	H3 WT	NA	Skipping
UGT8:114622879-114623702_114598806-114598974_114663994-114664137	SE	BS_399RPKC9	H3 WT	NA	Skipping
DISP1:222836996-222837066_222835118-222835215_222837218-222837380	SE	BS_399RPKC9	H3 WT	NA	Skipping
SH3YL1:262631-262786_253004-253115_264781-264810	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ZNF720:31723258-31723353_31713243-31713435_31753765-31753856	SE	BS_399RPKC9	H3 WT	NA	Skipping
MEGF6:3496988-3497119_3496654-3496783_3497232-3497361	SE	BS_399RPKC9	H3 WT	NA	Inclusion
TIAM2:154860738-154860998_154832696-154833409_154907729-154908868	SE	BS_399RPKC9	H3 WT	NA	Inclusion
SMPD4:130159513-130159634_130157250-130157396_130161185-130161272	SE	BS_399RPKC9	H3 WT	NA	Inclusion
PLGRKT:5381863-5382031_5361757-5361888_5431896-5431983	SE	BS_399RPKC9	H3 WT	NA	Inclusion
PLGRKT:5381863-5382031_5361757-5361888_5436568-5436694	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ZNF23:71461659-71462004_71456781-71456828_71462209-71462392	SE	BS_399RPKC9	H3 WT	NA	Inclusion
PHYH:13298187-13298245_13295227-13295606_13299419-13299549	SE	BS_399RPKC9	H3 WT	NA	Skipping
TRPT1:64224100-64224162_64223829-64223967_64224284-64224341	SE	BS_399RPKC9	H3 WT	NA	Skipping
TRPT1:64224100-64224210_64223798-64223967_64224284-64224341	SE	BS_399RPKC9	H3 WT	NA	Skipping
MAGI2-AS3:79456090-79456180_79454828-79455007_79458846-79458999	SE	BS_399RPKC9	H3 WT	NA	Inclusion
TRIM52-AS1:181263628-181263789_181261212-181261384_181271572-181271689	SE	BS_399RPKC9	H3 WT	NA	Skipping
COQ5:120523885-120524002_120522213-120522363_120526456-120526546	SE	BS_399RPKC9	H3 WT	NA	Inclusion
NLE1:35134943-35135059_35133338-35133498_35135248-35135451	SE	BS_399RPKC9	H3 WT	NA	Inclusion
SVIL-AS1:29418182-29418304_29415356-29415412_29458273-29458787	SE	BS_399RPKC9	H3 WT	NA	Inclusion
PKIG:44598616-44598890_44589796-44589866_44614533-44614707	SE	BS_399RPKC9	H3 WT	NA	Inclusion
CHTF8:69121436-69121493_69120460-69121170_69132483-69132567	SE	BS_399RPKC9	H3 WT	NA	Skipping
CARF:202924297-202924415_202917876-202918043_202941859-202941980	SE	BS_399RPKC9	H3 WT	NA	Inclusion
SPATA20:50547665-50547954_50547204-50547285_50548282-50548453	SE	BS_399RPKC9	H3 WT	NA	Skipping
ZBTB7C:48165131-48165257_48041032-48041123_48185933-48185995	SE	BS_399RPKC9	H3 WT	NA	Inclusion
POLB:42362612-42362698_42361294-42361365_42369270-42369297	SE	BS_399RPKC9	H3 WT	NA	Skipping
MIR4435-2HG:111479907-111480061_111429322-111429620_111494884-111495029	SE	BS_399RPKC9	H3 WT	NA	Inclusion
DNM1:128234816-128234935_128234020-128234107_128239444-128239515	SE	BS_399RPKC9	H3 WT	NA	Inclusion
CBLB:105749622-105749765_105745916-105746038_105751461-105751618	SE	BS_399RPKC9	H3 WT	NA	Inclusion
SRD5A3:55351097-55351214_55346411-55346557_55359345-55359488	SE	BS_399RPKC9	H3 WT	NA	Inclusion
MTMR7:17346014-17346159_17341362-17341497_17348952-17349081	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ZBTB20:114388065-114388123_114380881-114380940_114389004-114389105	SE	BS_399RPKC9	H3 WT	NA	Inclusion
BEND5:48761337-48761470_48758899-48759366_48776605-48776891	SE	BS_399RPKC9	H3 WT	NA	Skipping
ABCC10:43430748-43430866_43427967-43428139_43432141-43432176	SE	BS_399RPKC9	H3 WT	NA	Inclusion
CYB561D1:109494520-109494623_109494098-109494287_109495142-109495180	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ST7L:112618247-112618369_112616812-112616895_112618908-112619189	SE	BS_399RPKC9	H3 WT	NA	Inclusion
NBPF15:144459366-144459483_144456536-144456805_144461380-144461558	SE	BS_399RPKC9	H3 WT	NA	Skipping
TBC1D31:123120055-123120188_123109473-123109620_123126055-123126189	SE	BS_399RPKC9	H3 WT	NA	Skipping
NMRAL1:4471357-4471449_4469226-4469465_4474092-4474166	SE	BS_399RPKC9	H3 WT	NA	Inclusion
MFF:227352514-227352573_227332418-227332588_227355676-227355761	SE	BS_399RPKC9	H3 WT	NA	Skipping
TBL1XR1:177160871-177160988_177131377-177131449_177197120-177197225	SE	BS_399RPKC9	H3 WT	NA	Inclusion
DLG5:77869129-77869197_77856729-77856892_77926216-77926755	SE	BS_399RPKC9	H3 WT	NA	Skipping
KDM2A:67243009-67243092_67231565-67231960_67245188-67245458	SE	BS_399RPKC9	H3 WT	NA	Skipping
CGRRF1:54523150-54523245_54522453-54522593_54530048-54530226	SE	BS_399RPKC9	H3 WT	NA	Inclusion
PUF60:143827385-143827536_143824312-143824399_143829279-143829304	SE	BS_399RPKC9	H3 WT	NA	Inclusion
BROX:222715145-222715269_222713380-222713416_222718924-222719031	SE	BS_399RPKC9	H3 WT	NA	Inclusion
DEF8:89949565-89949638_89948774-89948814_89954242-89954376	SE	BS_399RPKC9	H3 WT	NA	Inclusion
SYT16:62069603-62069815_61970131-61970311_62075134-62075391	SE	BS_399RPKC9	H3 WT	NA	Skipping
PLP2:49173388-49173483_49173128-49173281_49174334-49174425	SE	BS_399RPKC9	H3 WT	NA	Skipping
CAMTA1:7467830-7467901_7249490-7249626_7640399-7640553	SE	BS_399RPKC9	H3 WT	NA	Skipping
LDLRAD4:13484037-13484119_13465014-13465111_13621116-13621271	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ZNF204P:27367517-27367612_27363178-27363302_27370135-27370224	SE	BS_399RPKC9	H3 WT	NA	Inclusion
N4BP2:40100036-40100126_40073454-40073551_40102074-40103218	SE	BS_399RPKC9	H3 WT	NA	Skipping
TF:133748412-133748584_133746327-133746483_133753594-133753703	SE	BS_399RPKC9	H3 WT	NA	Skipping
TF:133748412-133748669_133746392-133746483_133753594-133753703	SE	BS_399RPKC9	H3 WT	NA	Skipping
NFIA:60973746-60973951_60865331-60865466_61088148-61088680	SE	BS_399RPKC9	H3 WT	NA	Inclusion
ADGRL3:61676826-61676935_61587226-61587440_61732753-61733554	SE	BS_399RPKC9	H3 WT	NA	Skipping
DOCK4:111877030-111877186_111872466-111872564_111895611-111895718	SE	BS_399RPKC9	H3 WT	NA	Skipping
XIST:73831066-73831206_73829067-73829231_73833237-73833374	SE	BS_399RPKC9	H3 WT	NA	Skipping
XIST:73831066-73831274_73829067-73829231_73833237-73833374	SE	BS_399RPKC9	H3 WT	NA	Skipping
TUSC3:15730666-15730729_15673746-15673836_15743537-15743612	SE	BS_399RPKC9	H3 WT	NA	Skipping
ARHGEF15:8310828-8310863_8310240-8310343_8311990-8312388	SE	BS_399RPKC9	H3 WT	NA	Inclusion
FXYD5:35160709-35160801_35158343-35158400_35164155-35164245	SE	BS_399RPKC9	H3 WT	NA	Skipping
PLEKHA2:38901798-38901892_38901343-38901445_38917906-38918070	SE	BS_399RPKC9	H3 WT	NA	Skipping
FXR1:180970158-180970358_180968050-180968254_180976121-180976418	SE	BS_399RPKC9	H3 WT	NA	Skipping
PLAAT5:63468357-63468465_63466109-63466372_63490242-63490333	SE	BS_399RPKC9	H3 WT	NA	Skipping
LAMB1:108002127-108002384_108001557-108001733_108002848-108002971	SE	BS_399RPKC9	H3 WT	NA	Inclusion
TBCD:82781589-82781721_82772451-82772507_82797756-82797802	SE	BS_399RPKC9	H3 WT	NA	Skipping
FAM162A:122404258-122404363_122400864-122402882_122407280-122407389	SE	BS_399RPKC9	H3 WT	NA	Skipping
FAM162A:122404258-122404504_122402759-122402882_122407280-122407389	SE	BS_399RPKC9	H3 WT	NA	Skipping
CA9:35675538-35675567_35673927-35674362_35675760-35675931	SE	BS_399RPKC9	H3 WT	NA	Skipping
ROBO3:124877937-124878131_124877387-124877658_124878583-124878796	SE	BS_399RPKC9	H3 WT	NA	Skipping
POLR1B:112557910-112558081_112552644-112552816_112559292-112559395	SE	BS_399RPKC9	H3 WT	NA	Skipping
STAG2:124021367-124021431_123961705-123961856_124022530-124022671	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
MORF4L2:103684681-103684729_103678498-103678600_103685170-103685260	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
CDK16:47222261-47222380_47218412-47218664_47223551-47223759	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
ADSL:40364880-40365056_40364275-40364365_40366435-40366489	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SEC14L2:30415759-30416087_30410595-30410679_30416233-30416403	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
SEC14L2:30415948-30416087_30410595-30410679_30416233-30416403	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
HM13:31566210-31566295_31561633-31561736_31569119-31569174	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CDC25B:3800743-3800865_3800461-3800498_3800970-3801093	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RPS5:58392976-58393185_58387288-58388245_58393358-58393487	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TTYH1:54429882-54429957_54429306-54429379_54430812-54430905	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ERCC1:45413963-45414034_45413433-45413745_45414860-45414960	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
AKT2:40265222-40265351_40256925-40257054_40285180-40285265	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NAPA:47503423-47503502_47495549-47495596_47514842-47515020	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TMEM119:108594337-108594545_108592299-108592397_108597969-108598148	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
AGAP3:151139979-151140116_151134424-151134568_151141897-151142052	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CCM2:45068443-45068579_45064462-45064646_45072725-45072783	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CCM2:45069826-45069961_45064462-45064646_45072725-45072783	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
WDR6:49011421-49011516_49007392-49007531_49011634-49012251	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
SELENOF:86868053-86868102_86862444-86863605_86880661-86880725	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
RNF8:37381150-37381354_37376925-37377033_37390741-37391168	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TMCO3:113547300-113547379_113539356-113539507_113548302-113548452	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ST3GAL3:43921443-43921638_43920781-43920928_43930131-43931057	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
TUBA1A:49186990-49187084_49186610-49186833_49188976-49189066	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
MPI:74897011-74897219_74896151-74896325_74897511-74898044	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
ARL8A:202135459-202135526_202135149-202135220_202135706-202135800	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
BCS1L:218660037-218660166_218659713-218659743_218660938-218661307	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
LAMTOR3:99893955-99894000_99891999-99892034_99894334-99894376	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PCBP4:51959895-51960023_51959576-51959651_51960188-51960320	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PCBP4:51962810-51962892_51961940-51962088_51967325-51967434	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
BEST1:61951771-61951958_61950350-61950427_61955106-61955201	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TSBP1-AS1:32262612-32262809_32255287-32255414_32365779-32365839	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
NENF:212442546-212442625_212432972-212433120_212444338-212444442	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PPP2R5A:212329135-212329331_212285409-212286291_212333496-212333598	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
CHI3L2:111229852-111229881_111227485-111227769_111230741-111230943	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
PLSCR1:146536540-146536565_146533469-146533550_146544466-146544530	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
DAP3:155717006-155717128_155709772-155709824_155721516-155721618	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
TEX261:70991830-70991983_70989576-70989816_70993695-70993775	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
BAG6:31648911-31648964_31648676-31648751_31649198-31649395	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
LRRN3:111097027-111097133_111091005-111091504_111099880-111099962	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
EIF4A2:186784962-186785101_186784563-186784696_186785882-186785913	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
EIF4A2:186787479-186787584_186787126-186787264_186787802-186787882	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
EIF4A2:186787495-186787584_186787126-186787264_186787802-186787882	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
USP54:73504850-73504990_73500654-73500838_73505322-73505426	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
MMAB:109561420-109561517_109561039-109561104_109561779-109561852	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
MCEE:71129717-71129817_71124205-71124543_71130179-71130239	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
SRI:88214795-88214936_88210881-88210925_88217121-88217191	SE	BS_B1C6GZ84	H3 WT	NA	Inclusion
UQCRH:46309101-46309143_46303697-46303820_46310154-46310316	SE	BS_B1C6GZ84	H3 WT	NA	Skipping
