splicing_case	geneSymbol	PValue	FDR	IncLevelDifference	exonStart_0base	exonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
SE	GBAP1	4.48061699965e-8	1.52059835909e-6	0.128	155216856	155217029	NA	NA	NA	NA	NA	NA	155216383	155216621	155217239	155217373	NA	NA	NA	NA	NA	NA
SE	GBAP1	0.00190665086915	0.018581341039	0.209	155218455	155218479	NA	NA	NA	NA	NA	NA	155217963	155218049	155227381	155227462	NA	NA	NA	NA	NA	NA
SE	GARS1	0	0	0.202	30631447	30631559	NA	NA	NA	NA	NA	NA	30628559	30628669	30632246	30632437	NA	NA	NA	NA	NA	NA
SE	ITGB1BP1	0	0	0.482	9407448	9407598	NA	NA	NA	NA	NA	NA	9403474	9406905	9408112	9408205	NA	NA	NA	NA	NA	NA
SE	MRPS18B	5.76563879395e-6	1.21611747124e-4	0.101	30622831	30622898	NA	NA	NA	NA	NA	NA	30619492	30619989	30625501	30626392	NA	NA	NA	NA	NA	NA
SE	FLAD1	7.67164110016e-13	5.05835845661e-11	0.242	154989559	154989707	NA	NA	NA	NA	NA	NA	154988104	154988849	154990158	154990257	NA	NA	NA	NA	NA	NA
SE	FAM171B	0.00377410869985	0.032847126549	0.333	186751133	186751304	NA	NA	NA	NA	NA	NA	186694059	186694411	186761112	186761236	NA	NA	NA	NA	NA	NA
SE	GLS	1.3920450348e-9	6.00803856975e-8	0.29	190954583	190954660	NA	NA	NA	NA	NA	NA	190953564	190953626	190962829	190963170	NA	NA	NA	NA	NA	NA
SE	TAF5L	7.43288719282e-5	0.00115725019778	0.342	229607773	229607835	NA	NA	NA	NA	NA	NA	229606833	229606876	229610105	229610210	NA	NA	NA	NA	NA	NA
SE	LBHD1	5.42671796389e-10	2.50234726738e-8	0.64	62671239	62671388	NA	NA	NA	NA	NA	NA	62669881	62670015	62671563	62671633	NA	NA	NA	NA	NA	NA
SE	GREB1L	3.27488649421e-7	9.36055698252e-6	0.242	21485619	21485753	NA	NA	NA	NA	NA	NA	21477163	21477356	21490011	21490351	NA	NA	NA	NA	NA	NA
SE	HAX1	0	0	0.228	154273335	154273534	NA	NA	NA	NA	NA	NA	154272619	154272776	154273773	154273961	NA	NA	NA	NA	NA	NA
SE	HAX1	0	0	0.114	154273479	154273598	NA	NA	NA	NA	NA	NA	154272588	154272776	154273773	154273961	NA	NA	NA	NA	NA	NA
SE	HAX1	6.57710329333e-6	1.36693133027e-4	0.181	154273479	154273598	NA	NA	NA	NA	NA	NA	154272588	154272776	154274949	154275001	NA	NA	NA	NA	NA	NA
SE	DENND4B	0	0	0.166	153939588	153939804	NA	NA	NA	NA	NA	NA	153938899	153939045	153940155	153940256	NA	NA	NA	NA	NA	NA
SE	NPHP3	7.23002072101e-7	1.9136309454e-5	0.143	132699352	132699450	NA	NA	NA	NA	NA	NA	132697259	132697362	132699917	132700061	NA	NA	NA	NA	NA	NA
SE	PABIR3	2.03498111684e-6	4.83314490582e-5	0.135	134832944	134833128	NA	NA	NA	NA	NA	NA	134829225	134829282	134838726	134839561	NA	NA	NA	NA	NA	NA
SE	TMEM161B-DT	0.00152943607276	0.0154724978106	0.125	88283009	88283086	NA	NA	NA	NA	NA	NA	88282041	88282106	88285740	88285851	NA	NA	NA	NA	NA	NA
SE	TMEM161B-DT	5.98112294508e-4	0.00696236789154	0.164	88283009	88283086	NA	NA	NA	NA	NA	NA	88282041	88282106	88285743	88285851	NA	NA	NA	NA	NA	NA
SE	TMEM161B-DT	1.37200661721e-6	3.40822029856e-5	0.469	88283009	88283086	NA	NA	NA	NA	NA	NA	88282041	88282106	88287435	88287622	NA	NA	NA	NA	NA	NA
SE	TMEM161B-DT	9.47096898861e-4	0.010292760794	0.142	88287435	88287622	NA	NA	NA	NA	NA	NA	88282714	88282866	88292567	88292643	NA	NA	NA	NA	NA	NA
SE	TMEM161B-DT	5.86097213269e-4	0.00684099853007	0.155	88287438	88287622	NA	NA	NA	NA	NA	NA	88282714	88282866	88292567	88292643	NA	NA	NA	NA	NA	NA
SE	TMEM161B-DT	0	0	0.17	88426640	88426801	NA	NA	NA	NA	NA	NA	88409291	88410194	88436272	88436672	NA	NA	NA	NA	NA	NA
SE	LINC00472	5.95317989971e-5	9.54068234171e-4	0.157	71418688	71418754	NA	NA	NA	NA	NA	NA	71417319	71417392	71420065	71420135	NA	NA	NA	NA	NA	NA
SE	ABCA11P	4.76427232776e-7	1.30928612063e-5	0.117	472574	472701	NA	NA	NA	NA	NA	NA	425434	426973	473980	474051	NA	NA	NA	NA	NA	NA
SE	CKAP2L	3.76172011229e-5	6.38215520612e-4	0.168	112762502	112762569	NA	NA	NA	NA	NA	NA	112756953	112757214	112764561	112764609	NA	NA	NA	NA	NA	NA
SE	ZNF346	0	0	0.148	177041777	177041870	NA	NA	NA	NA	NA	NA	177041125	177041229	177044388	177044533	NA	NA	NA	NA	NA	NA
SE	ZNF346	0	0	0.188	177041777	177041870	NA	NA	NA	NA	NA	NA	177041125	177041229	177050750	177050936	NA	NA	NA	NA	NA	NA
SE	ZNF346	0	0	0.131	177044388	177044533	NA	NA	NA	NA	NA	NA	177041125	177041229	177050750	177050936	NA	NA	NA	NA	NA	NA
SE	ZNF346	0	0	0.154	177044391	177044533	NA	NA	NA	NA	NA	NA	177041125	177041229	177050750	177050936	NA	NA	NA	NA	NA	NA
SE	ZNF346	2.46416537197e-6	5.73089927047e-5	0.457	177044391	177044533	NA	NA	NA	NA	NA	NA	177041125	177041229	177062057	177062151	NA	NA	NA	NA	NA	NA
SE	SESN2	0	0	0.677	28273357	28273508	NA	NA	NA	NA	NA	NA	28272580	28272793	28274039	28274158	NA	NA	NA	NA	NA	NA
SE	ARL13B	1.68809978995e-6	4.09618475039e-5	0.369	93997079	93997136	NA	NA	NA	NA	NA	NA	93995873	93995944	93997246	93997301	NA	NA	NA	NA	NA	NA
SE	VEZT	4.07274682008e-4	0.00500527619352	0.311	95282312	95282359	NA	NA	NA	NA	NA	NA	95266356	95266632	95287663	95287857	NA	NA	NA	NA	NA	NA
SE	VEZT	2.79213972268e-5	4.92059139322e-4	0.115	95298861	95298943	NA	NA	NA	NA	NA	NA	95296050	95296258	95300164	95300562	NA	NA	NA	NA	NA	NA
SE	RFX5	7.92571847819e-7	2.07714305969e-5	0.179	151345927	151345957	NA	NA	NA	NA	NA	NA	151344961	151345188	151346204	151346333	NA	NA	NA	NA	NA	NA
SE	CDS1	0.00403779180311	0.0347663717976	0.119	84638923	84638992	NA	NA	NA	NA	NA	NA	84635263	84635351	84640837	84640990	NA	NA	NA	NA	NA	NA
SE	CDS1	0.00566998607843	0.0462686568043	0.124	84643023	84643143	NA	NA	NA	NA	NA	NA	84640837	84640990	84648556	84651334	NA	NA	NA	NA	NA	NA
SE	PGBD1	0.00299312626716	0.0270114320796	0.107	28285550	28285707	NA	NA	NA	NA	NA	NA	28283755	28284209	28287079	28287168	NA	NA	NA	NA	NA	NA
SE	GSK3A	0	0	0.206	42232495	42232594	NA	NA	NA	NA	NA	NA	42232056	42232149	42233109	42233205	NA	NA	NA	NA	NA	NA
SE	GSK3A	0	0	0.156	42232495	42232682	NA	NA	NA	NA	NA	NA	42232056	42232149	42233109	42233205	NA	NA	NA	NA	NA	NA
SE	KHDC4	2.06594297225e-10	1.00784709904e-8	0.1	155916624	155916709	NA	NA	NA	NA	NA	NA	155915576	155915964	155917498	155917574	NA	NA	NA	NA	NA	NA
SE	SLC6A9	6.80525191754e-8	2.22650262839e-6	0.315	44010808	44010882	NA	NA	NA	NA	NA	NA	44009964	44010096	44024247	44024362	NA	NA	NA	NA	NA	NA
SE	NOM1	0	0	0.364	156966960	156967092	NA	NA	NA	NA	NA	NA	156966158	156966402	156969086	156969196	NA	NA	NA	NA	NA	NA
SE	PRUNE1	1.37874744954e-9	5.95536981879e-8	0.228	151018466	151018669	NA	NA	NA	NA	NA	NA	151017811	151017904	151024610	151024795	NA	NA	NA	NA	NA	NA
SE	PRUNE1	3.40616423955e-13	2.33242044095e-11	0.254	151018556	151018669	NA	NA	NA	NA	NA	NA	151017811	151017904	151024610	151024795	NA	NA	NA	NA	NA	NA
SE	HIVEP3	4.55637302332e-8	1.54350065754e-6	0.449	41700915	41700995	NA	NA	NA	NA	NA	NA	41628748	41628947	41918412	41918922	NA	NA	NA	NA	NA	NA
SE	HIVEP3	7.23126370944e-4	0.0081819611283	0.108	41848870	41849089	NA	NA	NA	NA	NA	NA	41847190	41848445	41918412	41918524	NA	NA	NA	NA	NA	NA
SE	TSC22D4	5.01169325118e-6	1.07429478213e-4	0.24	100477276	100477459	NA	NA	NA	NA	NA	NA	100467551	100467600	100478793	100479232	NA	NA	NA	NA	NA	NA
SE	C6orf52	2.54053987592e-6	5.88529493003e-5	0.308	10686965	10687056	NA	NA	NA	NA	NA	NA	10683186	10683232	10694493	10694609	NA	NA	NA	NA	NA	NA
SE	C6orf52	1.93221096356e-6	4.61549834157e-5	0.312	10686965	10687164	NA	NA	NA	NA	NA	NA	10683186	10683232	10694493	10694533	NA	NA	NA	NA	NA	NA
SE	MDM4	2.66639788027e-9	1.10117019652e-7	0.111	204537429	204537497	NA	NA	NA	NA	NA	NA	204532190	204532246	204538208	204538308	NA	NA	NA	NA	NA	NA
SE	STAG3L1	4.53558652269e-6	9.84108006771e-5	0.401	75361971	75362088	NA	NA	NA	NA	NA	NA	75361373	75361459	75365254	75365353	NA	NA	NA	NA	NA	NA
SE	TPCN2	0.00338185134651	0.0299334884105	0.178	69054720	69054797	NA	NA	NA	NA	NA	NA	69054032	69054097	69057577	69057694	NA	NA	NA	NA	NA	NA
SE	TPCN2	1.1259745884e-5	2.20580353351e-4	0.161	69057577	69057694	NA	NA	NA	NA	NA	NA	69048931	69049106	69062883	69062990	NA	NA	NA	NA	NA	NA
SE	TPCN2	0.00208669842918	0.0200518985008	0.233	69067502	69067605	NA	NA	NA	NA	NA	NA	69062883	69062990	69070429	69070495	NA	NA	NA	NA	NA	NA
SE	TPCN2	3.82553512202e-8	1.31947962639e-6	0.164	69067502	69067605	NA	NA	NA	NA	NA	NA	69063894	69063967	69070429	69070495	NA	NA	NA	NA	NA	NA
SE	TPCN2	0.00268707343163	0.0247017813659	0.24	69081399	69081499	NA	NA	NA	NA	NA	NA	69078891	69079020	69135434	69136264	NA	NA	NA	NA	NA	NA
SE	FAM13A	0.00365795232061	0.0320089926959	0.138	88805010	88805052	NA	NA	NA	NA	NA	NA	88790585	88790627	88822975	88823201	NA	NA	NA	NA	NA	NA
SE	SAMD9L	1.27758469359e-8	4.78065189538e-7	0.258	93146882	93147146	NA	NA	NA	NA	NA	NA	93145384	93145532	93148193	93148345	NA	NA	NA	NA	NA	NA
SE	SAMD9L	0	0	0.604	93146882	93147146	NA	NA	NA	NA	NA	NA	93145384	93146040	93148193	93148345	NA	NA	NA	NA	NA	NA
SE	SAMD9L	0	0	0.478	93147087	93147146	NA	NA	NA	NA	NA	NA	93145384	93146040	93148193	93148345	NA	NA	NA	NA	NA	NA
SE	FRMD8	1.36387742045e-6	3.38953056862e-5	0.135	65394258	65394425	NA	NA	NA	NA	NA	NA	65389360	65389528	65396798	65396809	NA	NA	NA	NA	NA	NA
SE	OTUD3	4.85278484064e-13	3.27889522012e-11	0.229	19906431	19906616	NA	NA	NA	NA	NA	NA	19904890	19904987	19907569	19912945	NA	NA	NA	NA	NA	NA
SE	ENSG00000288698	1.44627311767e-4	0.00205773658637	0.111	179615982	179616049	NA	NA	NA	NA	NA	NA	179604806	179604939	179618414	179618521	NA	NA	NA	NA	NA	NA
SE	UBA3	0.00571882235694	0.046596686613	0.378	69071534	69071617	NA	NA	NA	NA	NA	NA	69063438	69063503	69077797	69077918	NA	NA	NA	NA	NA	NA
SE	INPP5B	0	0	0.238	37885637	37885825	NA	NA	NA	NA	NA	NA	37882806	37882918	37886887	37887004	NA	NA	NA	NA	NA	NA
SE	INPP5B	7.21947668114e-5	0.00112904789739	0.172	37943639	37943669	NA	NA	NA	NA	NA	NA	37940687	37940798	37945755	37945850	NA	NA	NA	NA	NA	NA
SE	PPARA	2.54475954607e-4	0.00335423515444	0.209	46176752	46176836	NA	NA	NA	NA	NA	NA	46151887	46151970	46198341	46198410	NA	NA	NA	NA	NA	NA
SE	NUP35	6.71831189569e-8	2.19934351324e-6	0.153	183133565	183133623	NA	NA	NA	NA	NA	NA	183130417	183130545	183158282	183158411	NA	NA	NA	NA	NA	NA
SE	CCNYL1	4.1407092967e-4	0.00507765248794	0.405	207733946	207734047	NA	NA	NA	NA	NA	NA	207724799	207724874	207742222	207742342	NA	NA	NA	NA	NA	NA
SE	CCNYL1	7.50474685085e-6	1.53830822533e-4	0.272	207737410	207737446	NA	NA	NA	NA	NA	NA	207724799	207724874	207742222	207742342	NA	NA	NA	NA	NA	NA
SE	GTF2H2B	7.94124077121e-5	0.00122447786187	0.112	70437530	70437594	NA	NA	NA	NA	NA	NA	70434914	70435022	70440755	70440859	NA	NA	NA	NA	NA	NA
SE	GTF2H2B	5.03800922907e-5	8.24337286737e-4	0.187	70441415	70441518	NA	NA	NA	NA	NA	NA	70440755	70440859	70445482	70445522	NA	NA	NA	NA	NA	NA
SE	DENND5A	0.00251464449257	0.0233987997798	0.132	9143402	9143485	NA	NA	NA	NA	NA	NA	9138848	9142108	9144096	9144278	NA	NA	NA	NA	NA	NA
SE	ZNF512	2.20562531572e-8	7.90999191803e-7	0.201	27583657	27583716	NA	NA	NA	NA	NA	NA	27582968	27583142	27598066	27598254	NA	NA	NA	NA	NA	NA
SE	KLHL18	0.00376771987672	0.03280172237	0.121	47340571	47340676	NA	NA	NA	NA	NA	NA	47336534	47336757	47343554	47344577	NA	NA	NA	NA	NA	NA
SE	CTIF	6.4548100966e-5	0.00102463360783	0.224	48539757	48539831	NA	NA	NA	NA	NA	NA	48539157	48539312	48619537	48619745	NA	NA	NA	NA	NA	NA
SE	WASF1	1.01925633145e-6	2.59588079192e-5	0.333	110160634	110160732	NA	NA	NA	NA	NA	NA	110127468	110127629	110178597	110178742	NA	NA	NA	NA	NA	NA
SE	WASF1	1.23601016931e-4	0.0017999800019	0.128	110160634	110160732	NA	NA	NA	NA	NA	NA	110127468	110127629	110179438	110179670	NA	NA	NA	NA	NA	NA
SE	WASF1	2.92884892473e-4	0.00378387949185	0.128	110177146	110177186	NA	NA	NA	NA	NA	NA	110160634	110160732	110178597	110178742	NA	NA	NA	NA	NA	NA
SE	RAD52	3.0136768725e-7	8.70730965079e-6	0.16	931219	931321	NA	NA	NA	NA	NA	NA	929763	930144	932974	933058	NA	NA	NA	NA	NA	NA
SE	PCNX2	9.37058283332e-4	0.010200496679	0.151	233112844	233112966	NA	NA	NA	NA	NA	NA	233095754	233095863	233177801	233177898	NA	NA	NA	NA	NA	NA
SE	PCNX2	0.00571923110951	0.046596686613	0.109	233161270	233161363	NA	NA	NA	NA	NA	NA	233139713	233139855	233198938	233199030	NA	NA	NA	NA	NA	NA
SE	MSI2	5.53021336391e-7	1.50098704972e-5	0.349	57257469	57257547	NA	NA	NA	NA	NA	NA	57257097	57257138	57262150	57262192	NA	NA	NA	NA	NA	NA
SE	MYOF	0	0	0.184	93379862	93379987	NA	NA	NA	NA	NA	NA	93377322	93377429	93381218	93381396	NA	NA	NA	NA	NA	NA
SE	BCLAF1	2.05042501628e-4	0.00277821050947	0.121	136267028	136267175	NA	NA	NA	NA	NA	NA	136261264	136261477	136268161	136268273	NA	NA	NA	NA	NA	NA
SE	LIX1L-AS1	2.85495676059e-4	0.00370294374373	0.442	145932083	145932159	NA	NA	NA	NA	NA	NA	145927481	145927657	145941904	145942249	NA	NA	NA	NA	NA	NA
SE	LIX1L-AS1	0.00215491301121	0.020611867221	0.238	145932083	145932159	NA	NA	NA	NA	NA	NA	145927602	145927794	145939823	145940066	NA	NA	NA	NA	NA	NA
SE	PANTR1	4.58417200266e-4	0.00553477098292	0.382	104829968	104830093	NA	NA	NA	NA	NA	NA	104807569	104807843	104851311	104851456	NA	NA	NA	NA	NA	NA
SE	ATP7A	2.58014666858e-5	4.59326825994e-4	0.176	77927797	77927968	NA	NA	NA	NA	NA	NA	77922998	77923042	77971620	77971761	NA	NA	NA	NA	NA	NA
SE	ATP7A	1.4961269178e-6	3.67900007885e-5	0.103	78011175	78011252	NA	NA	NA	NA	NA	NA	78009101	78009263	78011448	78011674	NA	NA	NA	NA	NA	NA
SE	NHS	0	0	0.555	17724298	17724430	NA	NA	NA	NA	NA	NA	17721440	17721633	17725346	17728328	NA	NA	NA	NA	NA	NA
SE	IP6K2	0	0	0.339	48694458	48694525	NA	NA	NA	NA	NA	NA	48693452	48694240	48695089	48695421	NA	NA	NA	NA	NA	NA
SE	UBA6-DT	1.16968181845e-4	0.00171588583218	0.114	67720421	67721051	NA	NA	NA	NA	NA	NA	67701260	67701484	67728539	67728686	NA	NA	NA	NA	NA	NA
SE	CASZ1	5.3231162459e-6	1.13269550659e-4	0.174	10655648	10655813	NA	NA	NA	NA	NA	NA	10654418	10654591	10656645	10656736	NA	NA	NA	NA	NA	NA
SE	FYN	7.61424962336e-5	0.00118236307016	0.176	111740980	111741097	NA	NA	NA	NA	NA	NA	111719804	111720062	111754433	111754677	NA	NA	NA	NA	NA	NA
SE	PEX14	0	0	0.407	10536212	10536297	NA	NA	NA	NA	NA	NA	10495273	10495321	10599237	10599366	NA	NA	NA	NA	NA	NA
SE	PEX14	6.52733159707e-5	0.00103511829784	0.102	10536212	10536297	NA	NA	NA	NA	NA	NA	10495273	10495321	10618331	10618417	NA	NA	NA	NA	NA	NA
SE	TMEM214	0	0	0.275	27040029	27040198	NA	NA	NA	NA	NA	NA	27039046	27039164	27040344	27040492	NA	NA	NA	NA	NA	NA
SE	TTLL7	1.58584864129e-8	5.84430638677e-7	0.255	83948627	83948695	NA	NA	NA	NA	NA	NA	83947123	83947282	83949864	83949986	NA	NA	NA	NA	NA	NA
SE	NIFK	8.504308368629999e-14	6.2149729807e-12	0.216	121735612	121735654	NA	NA	NA	NA	NA	NA	121732095	121732204	121736745	121736911	NA	NA	NA	NA	NA	NA
SE	IL17RD	8.40434133398e-8	2.70541015357e-6	0.112	57102478	57102589	NA	NA	NA	NA	NA	NA	57101178	57101363	57103090	57103145	NA	NA	NA	NA	NA	NA
SE	ENSG00000268362	1.92281829348e-8	6.96914254839e-7	0.169	24036252	24036382	NA	NA	NA	NA	NA	NA	24033432	24033621	24036745	24037405	NA	NA	NA	NA	NA	NA
SE	ENSG00000268362	3.46365544357e-6	7.78064606354e-5	0.118	24036252	24036382	NA	NA	NA	NA	NA	NA	24034522	24034712	24036745	24037405	NA	NA	NA	NA	NA	NA
SE	ENSG00000268362	6.14106281189e-5	9.79970426677e-4	0.207	24036252	24036382	NA	NA	NA	NA	NA	NA	24034522	24034712	24046183	24046279	NA	NA	NA	NA	NA	NA
SE	ENSG00000268362	4.5966308207e-4	0.00554655270894	0.319	24042442	24042722	NA	NA	NA	NA	NA	NA	24034522	24034712	24046183	24046279	NA	NA	NA	NA	NA	NA
SE	ENSG00000268362	0.00592493128121	0.0480166037867	0.228	24057930	24058106	NA	NA	NA	NA	NA	NA	24049404	24049548	24063815	24063941	NA	NA	NA	NA	NA	NA
SE	ENSG00000268362	0.00531485110827	0.0438273725272	0.179	24057930	24058106	NA	NA	NA	NA	NA	NA	24049404	24049548	24063818	24063941	NA	NA	NA	NA	NA	NA
SE	ENSG00000268362	0.00374985650737	0.0326690673651	0.281	24057930	24058230	NA	NA	NA	NA	NA	NA	24049404	24049548	24063815	24063941	NA	NA	NA	NA	NA	NA
SE	LARS2	0	0	0.333	45474242	45474350	NA	NA	NA	NA	NA	NA	45458742	45458886	45476467	45476627	NA	NA	NA	NA	NA	NA
SE	NIBAN1	0	0	0.356	184803584	184803692	NA	NA	NA	NA	NA	NA	184798078	184798190	184805945	184805985	NA	NA	NA	NA	NA	NA
SE	CDKN2B-AS1	5.62746343191e-4	0.00660978995356	0.282	22063943	22064018	NA	NA	NA	NA	NA	NA	22056251	22056387	22096371	22096514	NA	NA	NA	NA	NA	NA
SE	AHCYL1	0	0	0.219	110020730	110020851	NA	NA	NA	NA	NA	NA	110019547	110019626	110021673	110022045	NA	NA	NA	NA	NA	NA
SE	PUS10	2.06632608135e-7	6.175755519e-6	0.137	60965422	60965484	NA	NA	NA	NA	NA	NA	60965057	60965103	60967501	60967613	NA	NA	NA	NA	NA	NA
SE	PUS10	8.69134887946e-4	0.00957279615539	0.132	60971522	60971557	NA	NA	NA	NA	NA	NA	60965057	60967613	61006556	61006643	NA	NA	NA	NA	NA	NA
SE	CCDC24	2.70582866477e-4	0.0035365616563	0.125	43992211	43992387	NA	NA	NA	NA	NA	NA	43991846	43992004	43993803	43993964	NA	NA	NA	NA	NA	NA
SE	CCDC24	1.84014346242e-4	0.00253237136074	0.185	43992522	43992639	NA	NA	NA	NA	NA	NA	43991801	43992387	43993803	43993964	NA	NA	NA	NA	NA	NA
SE	CCDC24	3.4698927407e-4	0.00436593885345	0.141	43992522	43992639	NA	NA	NA	NA	NA	NA	43991846	43992004	43993803	43993964	NA	NA	NA	NA	NA	NA
SE	MGST1	0.00256233812533	0.0237750136221	0.179	16357604	16357699	NA	NA	NA	NA	NA	NA	16354230	16354270	16383506	16383604	NA	NA	NA	NA	NA	NA
SE	CPEB4	0.00455625627831	0.0385350439133	0.158	173932449	173932500	NA	NA	NA	NA	NA	NA	173910522	173910604	173944966	173945092	NA	NA	NA	NA	NA	NA
SE	HDAC6	4.57317517188e-11	2.4358140774e-9	0.139	48817359	48817459	NA	NA	NA	NA	NA	NA	48816472	48816633	48818040	48818109	NA	NA	NA	NA	NA	NA
SE	KLHL12	0	0	0.291	202893238	202893425	NA	NA	NA	NA	NA	NA	202891119	202892659	202894183	202894282	NA	NA	NA	NA	NA	NA
SE	SLC25A29	0.0030090181504	0.0271310834421	0.227	100298026	100298190	NA	NA	NA	NA	NA	NA	100295694	100295993	100298841	100298885	NA	NA	NA	NA	NA	NA
SE	MTX2	0.00422351120398	0.0361182470888	0.223	176329369	176329426	NA	NA	NA	NA	NA	NA	176328873	176328912	176337492	176337630	NA	NA	NA	NA	NA	NA
SE	GTPBP1	1.26360476035e-4	0.00183420102896	0.217	38708844	38708956	NA	NA	NA	NA	NA	NA	38705943	38706147	38715906	38715962	NA	NA	NA	NA	NA	NA
SE	ATPSCKMT	8.43766364689e-6	1.70879051603e-4	0.134	10235210	10235261	NA	NA	NA	NA	NA	NA	10225506	10227647	10236477	10236615	NA	NA	NA	NA	NA	NA
SE	THRB	1.67487899089e-4	0.00233579692253	0.402	24348557	24348614	NA	NA	NA	NA	NA	NA	24337299	24337371	24494794	24494962	NA	NA	NA	NA	NA	NA
SE	ARID4B	7.78518588382e-5	0.00120472926934	0.188	235257159	235257225	NA	NA	NA	NA	NA	NA	235252729	235252809	235260641	235260752	NA	NA	NA	NA	NA	NA
SE	SSBP3	9.75432108649e-5	0.0014672632467	0.117	54258068	54258149	NA	NA	NA	NA	NA	NA	54257126	54257186	54281437	54281527	NA	NA	NA	NA	NA	NA
SE	IAH1	0.00171005940504	0.0169640741564	0.166	9475986	9476039	NA	NA	NA	NA	NA	NA	9474550	9474647	9478253	9478370	NA	NA	NA	NA	NA	NA
SE	PTPA	0.0012318157905	0.0128974903291	0.25	129127963	129128068	NA	NA	NA	NA	NA	NA	129120512	129120610	129128984	129129110	NA	NA	NA	NA	NA	NA
SE	ALPK2	2.88130630466e-11	1.57822002233e-9	0.118	58514992	58515081	NA	NA	NA	NA	NA	NA	58503930	58504148	58516907	58517182	NA	NA	NA	NA	NA	NA
SE	PIGQ	1.89009624896e-6	4.52745583948e-5	0.124	582247	582309	NA	NA	NA	NA	NA	NA	580182	580972	582882	582893	NA	NA	NA	NA	NA	NA
SE	RPP14	6.62353929404e-6	1.37581602193e-4	0.554	58310289	58310406	NA	NA	NA	NA	NA	NA	58306261	58306651	58310506	58310591	NA	NA	NA	NA	NA	NA
SE	RPP14	0	0	0.387	58310289	58310406	NA	NA	NA	NA	NA	NA	58306309	58306417	58310506	58310591	NA	NA	NA	NA	NA	NA
SE	RPP14	0	0	0.543	58310308	58310406	NA	NA	NA	NA	NA	NA	58306244	58306417	58310506	58310591	NA	NA	NA	NA	NA	NA
SE	RPP14	2.21806809586e-7	6.58358128166e-6	0.564	58310308	58310406	NA	NA	NA	NA	NA	NA	58306261	58306651	58310506	58310591	NA	NA	NA	NA	NA	NA
SE	PLD1	5.74550664095e-5	9.2435864063e-4	0.614	171686684	171686798	NA	NA	NA	NA	NA	NA	171677565	171677694	171688675	171688876	NA	NA	NA	NA	NA	NA
SE	PLD1	0	0	0.853	171687370	171687584	NA	NA	NA	NA	NA	NA	171677565	171677694	171688675	171688876	NA	NA	NA	NA	NA	NA
SE	PLD1	9.01255071351e-7	2.32443253935e-5	0.467	171687370	171687584	NA	NA	NA	NA	NA	NA	171686684	171686798	171688675	171688876	NA	NA	NA	NA	NA	NA
SE	TCERG1	2.17296513145e-4	0.0029243732978	0.108	146481149	146481200	NA	NA	NA	NA	NA	NA	146480027	146480094	146482591	146482727	NA	NA	NA	NA	NA	NA
SE	NUP205	0	0	0.17	135645467	135645596	NA	NA	NA	NA	NA	NA	135644894	135644978	135646157	135646231	NA	NA	NA	NA	NA	NA
SE	ZBTB20	0.00324872279854	0.0289427672318	0.161	114743711	114743779	NA	NA	NA	NA	NA	NA	114713975	114714015	114900303	114900342	NA	NA	NA	NA	NA	NA
SE	GMPS	0	0	0.134	155919232	155919338	NA	NA	NA	NA	NA	NA	155916018	155916192	155922186	155922302	NA	NA	NA	NA	NA	NA
SE	GMPS	0.00465215226878	0.0392221318911	0.124	155922186	155922302	NA	NA	NA	NA	NA	NA	155916018	155916192	155931764	155931880	NA	NA	NA	NA	NA	NA
SE	GBGT1	4.95988153015e-4	0.00592323601316	0.113	133156014	133156065	NA	NA	NA	NA	NA	NA	133155900	133155936	133161466	133161532	NA	NA	NA	NA	NA	NA
SE	GBGT1	0.00150948098633	0.0152871987109	0.12	133156014	133156102	NA	NA	NA	NA	NA	NA	133155900	133155936	133161466	133161532	NA	NA	NA	NA	NA	NA
SE	TEP1	1.40888009037e-8	5.23269701644e-7	0.149	20406232	20406400	NA	NA	NA	NA	NA	NA	20405450	20405585	20407872	20408463	NA	NA	NA	NA	NA	NA
SE	DNAH7	4.32615195587e-5	7.21340316404e-4	0.421	195754336	195754514	NA	NA	NA	NA	NA	NA	195740765	195740869	195756132	195756285	NA	NA	NA	NA	NA	NA
SE	DNAH7	0.00228741066565	0.0216365058476	0.183	196000703	196000883	NA	NA	NA	NA	NA	NA	195987956	195988229	196012786	196012906	NA	NA	NA	NA	NA	NA
SE	DNAH7	2.10831352376e-13	1.47620183744e-11	0.176	196001674	196001858	NA	NA	NA	NA	NA	NA	196000703	196000883	196012786	196012906	NA	NA	NA	NA	NA	NA
SE	DNAH7	6.55236617086e-6	1.36248809888e-4	0.116	196048295	196048404	NA	NA	NA	NA	NA	NA	196047351	196047499	196051186	196051249	NA	NA	NA	NA	NA	NA
SE	DNAH7	4.62989157507e-4	0.00557914143637	0.377	196051186	196051249	NA	NA	NA	NA	NA	NA	196027959	196028047	196058053	196058116	NA	NA	NA	NA	NA	NA
SE	LINC01036	0.00114846204302	0.0121394129413	0.184	187269395	187269508	NA	NA	NA	NA	NA	NA	187092841	187092946	187326920	187327023	NA	NA	NA	NA	NA	NA
