Parent=ENST00000000233.10	gene_name=ARF5
Parent=ENST00000349718.8	gene_name=CMTM7
Parent=ENST00000349721.8	gene_name=SMARCA2
Parent=ENST00000349736.10	gene_name=CSNK2A1
Parent=ENST00000349748.8	gene_name=CAPN3
Parent=ENST00000349752.10	gene_name=GALNT14
Parent=ENST00000349767.6	gene_name=P2RY6
Parent=ENST00000349777.5	gene_name=SNAP23
Parent=ENST00000349780.9	gene_name=CDK5RAP2
Parent=ENST00000349806.7	gene_name=IL37
Parent=ENST00000349807.3	gene_name=MAL
Parent=ENST00000349817.2	gene_name=CD79B
Parent=ENST00000349820.10	gene_name=IQCB1
Parent=ENST00000349824.8	gene_name=IKZF1
Parent=ENST00000349830.8	gene_name=ARHGEF10
Parent=ENST00000349841.10	gene_name=MYNN
Parent=ENST00000349847.4	gene_name=SCEL
Parent=ENST00000349874.10	gene_name=PPEF1
Parent=ENST00000349880.9	gene_name=NAV2
Parent=ENST00000349893.8	gene_name=COPE
Parent=ENST00000349901.11	gene_name=MFF
Parent=ENST00000349938.8	gene_name=ARMC9
Parent=ENST00000349945.7	gene_name=NFAT5
Parent=ENST00000349953.7	gene_name=PARD3B
Parent=ENST00000349959.3	gene_name=PKIG
Parent=ENST00000349984.6	gene_name=CCR6
Parent=ENST00000349995.10	gene_name=COG3
Parent=ENST00000349999.8	gene_name=HFE
Parent=ENST00000350009.6	gene_name=ADAM33
Parent=ENST00000350021.2	gene_name=NDUFB6
Parent=ENST00000350025.2	gene_name=IL4
Parent=ENST00000350027.8	gene_name=TAF1A
Parent=ENST00000350028.5	gene_name=SAMM50
Parent=ENST00000350030.8	gene_name=NASP
Parent=ENST00000350033.8	gene_name=COPS7B
Parent=ENST00000350034.4	gene_name=TRIM55
Parent=ENST00000350048.9	gene_name=P2RX2
Parent=ENST00000350051.8	gene_name=BIRC5
Parent=ENST00000350057.9	gene_name=MDM2
Parent=ENST00000350060.10	gene_name=ARHGAP4
Parent=ENST00000350061.11	gene_name=CACNA1D
Parent=ENST00000350082.10	gene_name=CILK1
Parent=ENST00000350092.8	gene_name=PTBP1
Parent=ENST00000350110.2	gene_name=CNTN6
Parent=ENST00000350119.9	gene_name=DOC2A
Parent=ENST00000350148.10	gene_name=SMAD9
Parent=ENST00000350199.8	gene_name=RNF38
Parent=ENST00000350210.6	gene_name=FAM189B
Parent=ENST00000350221.4	gene_name=FSIP1
Parent=ENST00000350228.6	gene_name=KCNC2
Parent=ENST00000350249.7	gene_name=PPP2R5C
Parent=ENST00000350259.8	gene_name=ALDH6A1
Parent=ENST00000350274.9	gene_name=KLRD1
Parent=ENST00000350302.8	gene_name=FBXO25
Parent=ENST00000350303.9	gene_name=ACADVL
Parent=ENST00000350320.11	gene_name=SEPTIN7
Parent=ENST00000350339.3	gene_name=FCN2
Parent=ENST00000350375.7	gene_name=POU1F1
Parent=ENST00000350427.5	gene_name=C7orf25
Parent=ENST00000350435.11	gene_name=UBE2D3
Parent=ENST00000350437.8	gene_name=DDX11
Parent=ENST00000350459.8	gene_name=ANO10
Parent=ENST00000350481.9	gene_name=EIF4G1
Parent=ENST00000350485.8	gene_name=TAC1
Parent=ENST00000350490.11	gene_name=MARK2
Parent=ENST00000350494.10	gene_name=ELP2
Parent=ENST00000350498.8	gene_name=PDAP1
Parent=ENST00000350499.6	gene_name=SPACA9
Parent=ENST00000350501.9	gene_name=GRHL3
Parent=ENST00000350513.3	gene_name=OR9A2
Parent=ENST00000350526.9	gene_name=PAX3
Parent=ENST00000350527.7	gene_name=SEZ6L2
Parent=ENST00000350532.7	gene_name=IKZF3
Parent=ENST00000350537.9	gene_name=PARD3
Parent=ENST00000350549.8	gene_name=PRSS37
Parent=ENST00000350573.2	gene_name=PILRA
Parent=ENST00000350592.7	gene_name=C1orf43
Parent=ENST00000350605.4	gene_name=PYCARD
Parent=ENST00000350608.7	gene_name=DDT
Parent=ENST00000350612.11	gene_name=SUPT20H
Parent=ENST00000350638.10	gene_name=ELP4
Parent=ENST00000350657.9	gene_name=SLC47A2
Parent=ENST00000350667.4	gene_name=CLEC12A
Parent=ENST00000350669.5	gene_name=LDHB
Parent=ENST00000350690.10	gene_name=SLC25A10
Parent=ENST00000350696.9	gene_name=RGS3
Parent=ENST00000350697.8	gene_name=SEC13
Parent=ENST00000350710.3	gene_name=FCRLA
Parent=ENST00000350721.9	gene_name=ATR
Parent=ENST00000350763.9	gene_name=TNC
Parent=ENST00000350766.7	gene_name=MAPKAP1
Parent=ENST00000350771.7	gene_name=H2AZ2
Parent=ENST00000350773.9	gene_name=TSC2
Parent=ENST00000350777.7	gene_name=HINFP
Parent=ENST00000350790.9	gene_name=NCR1
Parent=ENST00000350792.7	gene_name=NDRG2
Parent=ENST00000350796.8	gene_name=CYTH3
Parent=ENST00000350811.7	gene_name=CAMK2B
Parent=ENST00000350842.8	gene_name=SULT1A1
Parent=ENST00000350849.10	gene_name=CDH26
Parent=ENST00000350878.9	gene_name=MAP4K4
Parent=ENST00000350881.6	gene_name=THBS4
Parent=ENST00000350887.5	gene_name=SNRNP35
Parent=ENST00000350889.9	gene_name=STMN4
Parent=ENST00000350896.3	gene_name=MSR1
Parent=ENST00000350908.9	gene_name=FOXP2
Parent=ENST00000350941.7	gene_name=BBS9
Parent=ENST00000350995.6	gene_name=EZH2
Parent=ENST00000350997.12	gene_name=FADS1
Parent=ENST00000351004.8	gene_name=GNAI1
Parent=ENST00000351008.4	gene_name=SPATA16
Parent=ENST00000351017.9	gene_name=AFDN
Parent=ENST00000351018.5	gene_name=RHOG
Parent=ENST00000351030.8	gene_name=ODF2
Parent=ENST00000351035.8	gene_name=ST3GAL3
Parent=ENST00000351050.8	gene_name=GNAT2
Parent=ENST00000351071.11	gene_name=WASHC2A
Parent=ENST00000351072.5	gene_name=XAGE5
Parent=ENST00000351079.8	gene_name=COPE
Parent=ENST00000351097.9	gene_name=USP25
Parent=ENST00000351111.7	gene_name=MRPL10
Parent=ENST00000351136.7	gene_name=TAS1R1
Parent=ENST00000351137.8	gene_name=CKLF
Parent=ENST00000351153.5	gene_name=PARD3B
Parent=ENST00000351193.7	gene_name=NMD3
Parent=ENST00000351200.6	gene_name=CABP1
Parent=ENST00000351205.8	gene_name=SMN1
Parent=ENST00000351217.10	gene_name=NPTN
Parent=ENST00000351218.6	gene_name=ZFP30
Parent=ENST00000351222.8	gene_name=P2RX2
Parent=ENST00000351223.7	gene_name=NASP
Parent=ENST00000351231.7	gene_name=CDC25A
Parent=ENST00000351233.9	gene_name=MTMR14
Parent=ENST00000351266.8	gene_name=CNTFR
Parent=ENST00000351270.4	gene_name=HABP2
Parent=ENST00000351273.11	gene_name=ACP3
Parent=ENST00000351288.10	gene_name=SMPD4
Parent=ENST00000351293.7	gene_name=CAMK2G
Parent=ENST00000351298.9	gene_name=PLD1
Parent=ENST00000351325.9	gene_name=FXYD1
Parent=ENST00000351328.8	gene_name=CS
Parent=ENST00000351354.3	gene_name=EFS
Parent=ENST00000351388.8	gene_name=GH1
Parent=ENST00000351393.10	gene_name=ELP2
Parent=ENST00000351424.8	gene_name=TPD52L2
Parent=ENST00000351429.7	gene_name=N6AMT1
Parent=ENST00000351436.8	gene_name=SPAG11A
Parent=ENST00000351439.9	gene_name=PDE1A
Parent=ENST00000351486.10	gene_name=BNIP1
Parent=ENST00000351487.5	gene_name=UPF3A
Parent=ENST00000351488.7	gene_name=MTMR3
Parent=ENST00000351500.7	gene_name=PFDN5
Parent=ENST00000351513.7	gene_name=DPYS
Parent=ENST00000351546.7	gene_name=SLAIN1
Parent=ENST00000351554.8	gene_name=CD59
Parent=ENST00000351556.7	gene_name=CHAT
Parent=ENST00000351559.10	gene_name=MAPT
Parent=ENST00000351578.12	gene_name=FYB1
Parent=ENST00000351581.4	gene_name=SLX1B
Parent=ENST00000351606.10	gene_name=GSG1
Parent=ENST00000351625.10	gene_name=EED
Parent=ENST00000351659.7	gene_name=BIN1
Parent=ENST00000351660.9	gene_name=DHPS
Parent=ENST00000351677.7	gene_name=PTPN11
Parent=ENST00000351680.7	gene_name=IKZF3
Parent=ENST00000351691.9	gene_name=TRAF3
Parent=ENST00000351698.5	gene_name=TOR1A
Parent=ENST00000351718.8	gene_name=NRCAM
Parent=ENST00000351747.6	gene_name=DNAH12
Parent=ENST00000351748.7	gene_name=TNFRSF25
Parent=ENST00000351773.7	gene_name=ZNF37A
Parent=ENST00000351797.9	gene_name=FAM114A2
Parent=ENST00000351806.8	gene_name=OSCAR
Parent=ENST00000351808.10	gene_name=IFT88
Parent=ENST00000351817.5	gene_name=NKX2-4
Parent=ENST00000351829.9	gene_name=AKR1A1
Parent=ENST00000351839.7	gene_name=HNRNPK
Parent=ENST00000351841.2	gene_name=LAIR2
Parent=ENST00000351842.8	gene_name=USP4
Parent=ENST00000351870.8	gene_name=MTERF1
Parent=ENST00000351898.10	gene_name=SLC4A4
Parent=ENST00000351933.8	gene_name=PATZ1
Parent=ENST00000351936.11	gene_name=FGFR2
Parent=ENST00000351937.9	gene_name=TRIM41
Parent=ENST00000351948.8	gene_name=SMC6
Parent=ENST00000351959.9	gene_name=TNFRSF25
Parent=ENST00000351960.10	gene_name=NUMA1
Parent=ENST00000351986.10	gene_name=NPM1
Parent=ENST00000351989.8	gene_name=DGCR8
Parent=ENST00000352009.9	gene_name=CD6
Parent=ENST00000352011.7	gene_name=ATP2A3
Parent=ENST00000352035.7	gene_name=ACLY
Parent=ENST00000352040.7	gene_name=ADAMTS12
Parent=ENST00000352041.7	gene_name=PLAT
Parent=ENST00000352065.10	gene_name=TCF7L2
Parent=ENST00000352066.8	gene_name=NUP62
Parent=ENST00000352068.5	gene_name=SNX15
Parent=ENST00000352077.6	gene_name=ELMO2
Parent=ENST00000352078.8	gene_name=RGN
Parent=ENST00000352105.11	gene_name=ACAN
Parent=ENST00000352115.10	gene_name=CACNB2
Parent=ENST00000352127.11	gene_name=XRCC3
Parent=ENST00000352131.7	gene_name=RFC2
Parent=ENST00000352133.3	gene_name=SLC37A1
Parent=ENST00000352151.9	gene_name=FMNL3
Parent=ENST00000352159.8	gene_name=FAS
Parent=ENST00000352171.12	gene_name=NRDC
Parent=ENST00000352178.9	gene_name=CBS
Parent=ENST00000352179.7	gene_name=IL37
Parent=ENST00000352187.5	gene_name=SLC43A3
Parent=ENST00000352189.8	gene_name=TRPC7
Parent=ENST00000352203.8	gene_name=AP2S1
Parent=ENST00000352210.9	gene_name=PPOX
Parent=ENST00000352222.7	gene_name=HTRA2
Parent=ENST00000352231.6	gene_name=LGALS8
Parent=ENST00000352241.9	gene_name=MITF
Parent=ENST00000352251.8	gene_name=PROSER1
Parent=ENST00000352260.11	gene_name=SPNS1
Parent=ENST00000352268.10	gene_name=ZNF385A
Parent=ENST00000352297.11	gene_name=MTMR2
Parent=ENST00000352301.8	gene_name=HNRNPD
Parent=ENST00000352303.9	gene_name=PSMD13
Parent=ENST00000352312.6	gene_name=CFAP100
Parent=ENST00000352319.8	gene_name=UTP4
Parent=ENST00000352327.5	gene_name=THYN1
Parent=ENST00000352331.8	gene_name=KIF23
Parent=ENST00000352371.5	gene_name=APOL4
Parent=ENST00000352385.3	gene_name=IGDCC4
Parent=ENST00000352392.8	gene_name=HFE
Parent=ENST00000352393.8	gene_name=CPNE1
Parent=ENST00000352397.10	gene_name=CYB5R3
Parent=ENST00000352410.9	gene_name=MPI
Parent=ENST00000352418.8	gene_name=P2RX2
Parent=ENST00000352431.6	gene_name=ZMYND8
Parent=ENST00000352432.9	gene_name=ATP2B2
Parent=ENST00000352433.10	gene_name=PTTG1
Parent=ENST00000352435.8	gene_name=PRDX5
Parent=ENST00000352445.10	gene_name=TOR3A
Parent=ENST00000352451.4	gene_name=MYL1
Parent=ENST00000352456.7	gene_name=HNRNPUL1
Parent=ENST00000352480.10	gene_name=ASS1
Parent=ENST00000352482.8	gene_name=TPD52L2
Parent=ENST00000352483.3	gene_name=RIPK4
Parent=ENST00000352508.7	gene_name=RAPSN
Parent=ENST00000352511.5	gene_name=ACVR2B
Parent=ENST00000352523.10	gene_name=BNIP1
Parent=ENST00000352527.6	gene_name=KCNAB2
Parent=ENST00000352529.1	gene_name=CACNG6
Parent=ENST00000352536.7	gene_name=VGLL2
Parent=ENST00000352551.9	gene_name=UBE2C
Parent=ENST00000352580.7	gene_name=CD8A
Parent=ENST00000352591.9	gene_name=CEACAM1
Parent=ENST00000352618.9	gene_name=RAD51AP1
Parent=ENST00000352620.9	gene_name=CLEC4A
Parent=ENST00000352632.7	gene_name=SPTBN4
Parent=ENST00000352634.8	gene_name=ZDHHC16
Parent=ENST00000352645.5	gene_name=ZC3H7B
Parent=ENST00000352665.10	gene_name=CFAP52
Parent=ENST00000352681.8	gene_name=RHBDL1
Parent=ENST00000352684.2	gene_name=FBXO25
Parent=ENST00000352689.11	gene_name=MKLN1
Parent=ENST00000352690.9	gene_name=CD96
Parent=ENST00000352732.10	gene_name=ABHD2
Parent=ENST00000352766.11	gene_name=PRR5-ARHGAP8
Parent=ENST00000352767.7	gene_name=EIF4G1
Parent=ENST00000352793.6	gene_name=TAC4
Parent=ENST00000352818.8	gene_name=CD44
Parent=ENST00000352832.9	gene_name=CACNA1G
Parent=ENST00000352845.3	gene_name=PKP1
Parent=ENST00000352848.7	gene_name=BIN1
Parent=ENST00000352855.9	gene_name=CRHR1
Parent=ENST00000352861.9	gene_name=SEC61G
Parent=ENST00000352867.6	gene_name=BTN2A2
Parent=ENST00000352879.8	gene_name=CAPN10
Parent=ENST00000352886.10	gene_name=SHMT1
Parent=ENST00000352896.9	gene_name=FAM184A
Parent=ENST00000352903.6	gene_name=TEX9
Parent=ENST00000352904.6	gene_name=FGFR3
Parent=ENST00000352909.8	gene_name=TH
Parent=ENST00000352931.6	gene_name=PTK7
Parent=ENST00000352940.8	gene_name=DDX47
Parent=ENST00000352957.9	gene_name=MRPL39
Parent=ENST00000352966.9	gene_name=PKIA
Parent=ENST00000352967.9	gene_name=TAF1A
Parent=ENST00000352980.8	gene_name=KAT5
Parent=ENST00000352981.7	gene_name=CASP6
Parent=ENST00000352983.7	gene_name=RPL7
Parent=ENST00000352993.7	gene_name=BRCA1
Parent=ENST00000352998.7	gene_name=ZNF383
Parent=ENST00000353004.7	gene_name=MAL
Parent=ENST00000353047.11	gene_name=CTSB
Parent=ENST00000353065.7	gene_name=PROK2
Parent=ENST00000353068.7	gene_name=KCNIP2
Parent=ENST00000353088.6	gene_name=NSFL1C
Parent=ENST00000353107.8	gene_name=POLR2K
Parent=ENST00000353126.8	gene_name=ST3GAL3
Parent=ENST00000353130.5	gene_name=ABHD12B
Parent=ENST00000353147.9	gene_name=HFE
Parent=ENST00000353151.4	gene_name=CSN2
Parent=ENST00000353170.9	gene_name=KLHDC4
Parent=ENST00000353172.6	gene_name=KCTD14
Parent=ENST00000353176.9	gene_name=PHYHD1
Parent=ENST00000353187.6	gene_name=AADAT
Parent=ENST00000353196.5	gene_name=ACLY
Parent=ENST00000353205.5	gene_name=NFYA
Parent=ENST00000353214.6	gene_name=ARPC5L
Parent=ENST00000353224.10	gene_name=PAK5
Parent=ENST00000353225.7	gene_name=IL37
Parent=ENST00000353231.9	gene_name=CLEC7A
Parent=ENST00000353234.5	gene_name=ANKS6
Parent=ENST00000353245.7	gene_name=YWHAZ
Parent=ENST00000353247.9	gene_name=CASP1
Parent=ENST00000353258.8	gene_name=GDE1
Parent=ENST00000353265.8	gene_name=PARD6G
Parent=ENST00000353267.8	gene_name=CREB1
Parent=ENST00000353278.8	gene_name=SLC6A20
Parent=ENST00000353317.9	gene_name=TRIM55
Parent=ENST00000353319.8	gene_name=PTPN2
Parent=ENST00000353331.8	gene_name=BCLAF1
Parent=ENST00000353332.9	gene_name=MTMR14
Parent=ENST00000353334.11	gene_name=CD74
Parent=ENST00000353339.7	gene_name=MFF
Parent=ENST00000353341.8	gene_name=HNRNPD
Parent=ENST00000353364.7	gene_name=USP15
Parent=ENST00000353379.12	gene_name=CDK10
Parent=ENST00000353383.6	gene_name=RAI1
Parent=ENST00000353411.11	gene_name=SKP1
Parent=ENST00000353414.8	gene_name=COL11A1
Parent=ENST00000353437.10	gene_name=GABRB2
Parent=ENST00000353442.10	gene_name=LMBR1
Parent=ENST00000353487.7	gene_name=SPPL3
Parent=ENST00000353492.4	gene_name=ATP6V0A4
Parent=ENST00000353507.9	gene_name=DDX4
Parent=ENST00000353533.10	gene_name=MAP2K4
Parent=ENST00000353546.7	gene_name=ARFGAP1
Parent=ENST00000353548.11	gene_name=DIABLO
Parent=ENST00000353555.9	gene_name=BSG
Parent=ENST00000353578.9	gene_name=COL6A3
Parent=ENST00000353598.6	gene_name=MRPS11
Parent=ENST00000353609.8	gene_name=FOSB
Parent=ENST00000353617.7	gene_name=ARFIP1
Parent=ENST00000353625.8	gene_name=CAMK2B
Parent=ENST00000353632.6	gene_name=NPHS1
Parent=ENST00000353656.10	gene_name=GYG2
Parent=ENST00000353660.7	gene_name=RBCK1
Parent=ENST00000353662.4	gene_name=ACAP3
Parent=ENST00000353665.10	gene_name=CHIA
Parent=ENST00000353689.8	gene_name=CCNB1IP1
Parent=ENST00000353703.9	gene_name=YWHAB
Parent=ENST00000353704.3	gene_name=CREB3
Parent=ENST00000353706.6	gene_name=SERPINB8
Parent=ENST00000353739.8	gene_name=RNF38
Parent=ENST00000353758.8	gene_name=FCAR
Parent=ENST00000353772.7	gene_name=ESR2
Parent=ENST00000353777.7	gene_name=DCAF4
Parent=ENST00000353782.9	gene_name=ABCC11
Parent=ENST00000353788.8	gene_name=SNX16
Parent=ENST00000353796.7	gene_name=RBAK
Parent=ENST00000353801.7	gene_name=HSP90AB1
Parent=ENST00000353809.9	gene_name=OCA2
Parent=ENST00000353836.9	gene_name=SIGLEC10
Parent=ENST00000353841.6	gene_name=FASTK
Parent=ENST00000353855.6	gene_name=DNMT3B
Parent=ENST00000353866.7	gene_name=HMMR
Parent=ENST00000353868.5	gene_name=NRF1
Parent=ENST00000353887.8	gene_name=NF2
Parent=ENST00000353903.9	gene_name=CABP2
Parent=ENST00000353909.7	gene_name=MBD1
Parent=ENST00000353917.10	gene_name=MATN4
Parent=ENST00000353963.7	gene_name=SLC23A1
Parent=ENST00000353979.7	gene_name=ZDHHC16
Parent=ENST00000353999.6	gene_name=EIF4H
Parent=ENST00000354024.7	gene_name=RASGRP2
Parent=ENST00000354026.10	gene_name=PML
Parent=ENST00000354042.8	gene_name=SLC13A4
Parent=ENST00000354050.8	gene_name=PLTP
Parent=ENST00000354056.4	gene_name=CDK2
Parent=ENST00000354064.11	gene_name=TMEM25
Parent=ENST00000354069.6	gene_name=PID1
Parent=ENST00000354071.7	gene_name=BRCA1
Parent=ENST00000354078.7	gene_name=MAL
Parent=ENST00000354082.8	gene_name=CAPN10
Parent=ENST00000354098.7	gene_name=SHMT1
Parent=ENST00000354105.10	gene_name=CWF19L1
Parent=ENST00000354106.7	gene_name=SORBS1
Parent=ENST00000354115.6	gene_name=IL1RN
Parent=ENST00000354124.7	gene_name=C1QTNF1
Parent=ENST00000354147.7	gene_name=PPA2
Parent=ENST00000354161.8	gene_name=SLC12A9
Parent=ENST00000354171.13	gene_name=GPX4
Parent=ENST00000354177.9	gene_name=SELENON
Parent=ENST00000354179.9	gene_name=NSD1
Parent=ENST00000354181.8	gene_name=SLC12A6
Parent=ENST00000354185.9	gene_name=DDX21
Parent=ENST00000354189.9	gene_name=DNAI7
Parent=ENST00000354190.10	gene_name=PLEKHB1
Parent=ENST00000354192.7	gene_name=APP
Parent=ENST00000354193.5	gene_name=SVIP
Parent=ENST00000354194.4	gene_name=VMO1
Parent=ENST00000354200.5	gene_name=TBC1D20
Parent=ENST00000354202.9	gene_name=DPAGT1
Parent=ENST00000354209.7	gene_name=PRKAA1
Parent=ENST00000354212.9	gene_name=MAGI2
Parent=ENST00000354216.11	gene_name=UCKL1
Parent=ENST00000354219.5	gene_name=REG4
Parent=ENST00000354221.5	gene_name=DUSP19
Parent=ENST00000354224.10	gene_name=HGF
Parent=ENST00000354227.9	gene_name=DMPK
Parent=ENST00000354228.8	gene_name=SEPTIN6
Parent=ENST00000354230.7	gene_name=MCM7
Parent=ENST00000354232.8	gene_name=ETFB
Parent=ENST00000354234.8	gene_name=SETDB2
Parent=ENST00000354241.5	gene_name=TRIM4
Parent=ENST00000354249.8	gene_name=NOXO1
Parent=ENST00000354250.7	gene_name=NDUFV3
Parent=ENST00000354258.5	gene_name=TAP1
Parent=ENST00000354266.7	gene_name=RHOT1
Parent=ENST00000354267.3	gene_name=OSCP1
Parent=ENST00000354268.9	gene_name=SMARCAD1
Parent=ENST00000354269.9	gene_name=IMPDH1
Parent=ENST00000354273.5	gene_name=ACSL5
Parent=ENST00000354275.2	gene_name=PKIB
Parent=ENST00000354276.7	gene_name=PLA2G4C
Parent=ENST00000354280.9	gene_name=EPPIN
Parent=ENST00000354283.8	gene_name=DDX46
Parent=ENST00000354284.8	gene_name=TMEM25
Parent=ENST00000354285.8	gene_name=DENND5B
Parent=ENST00000354287.5	gene_name=FBXO2
Parent=ENST00000354289.9	gene_name=NAMPT
Parent=ENST00000354293.10	gene_name=AP2A1
Parent=ENST00000354297.9	gene_name=BPIFA1
Parent=ENST00000354300.5	gene_name=PPTC7
Parent=ENST00000354308.8	gene_name=SYT5
Parent=ENST00000354309.4	gene_name=ZNF805
Parent=ENST00000354310.4	gene_name=KRT72
Parent=ENST00000354312.7	gene_name=RAD17
Parent=ENST00000354313.7	gene_name=ITPK1
Parent=ENST00000354321.11	gene_name=DUS1L
Parent=ENST00000354323.3	gene_name=HRCT1
Parent=ENST00000354325.2	gene_name=TRERF1
Parent=ENST00000354332.8	gene_name=S100A4
Parent=ENST00000354334.7	gene_name=HDAC7
Parent=ENST00000354336.8	gene_name=CRKL
Parent=ENST00000354340.9	gene_name=ZNF112
Parent=ENST00000354353.9	gene_name=KCNMA1
Parent=ENST00000354356.8	gene_name=SLC26A5
Parent=ENST00000354359.12	gene_name=GNAS
Parent=ENST00000354361.3	gene_name=SYF2
Parent=ENST00000354366.8	gene_name=NRDE2
Parent=ENST00000354370.5	gene_name=HNF4G
Parent=ENST00000354371.7	gene_name=COPS8
Parent=ENST00000354373.2	gene_name=RFPL1
Parent=ENST00000354377.8	gene_name=ZNF774
Parent=ENST00000354379.8	gene_name=LRRFIP2
Parent=ENST00000354381.3	gene_name=KANK4
Parent=ENST00000354383.10	gene_name=MUTYH
Parent=ENST00000354386.10	gene_name=KIAA0586
Parent=ENST00000354393.7	gene_name=MYPN
Parent=ENST00000354396.6	gene_name=ARNT
Parent=ENST00000354397.10	gene_name=CD209
Parent=ENST00000354402.9	gene_name=APBB3
Parent=ENST00000354410.9	gene_name=MEF2A
Parent=ENST00000354411.7	gene_name=NLRP1
Parent=ENST00000354412.7	gene_name=LRP8
Parent=ENST00000354416.7	gene_name=SEPTIN6
Parent=ENST00000354420.7	gene_name=RNH1
Parent=ENST00000354421.8	gene_name=C11orf54
Parent=ENST00000354422.4	gene_name=FAM78B
Parent=ENST00000354429.7	gene_name=ELP5
Parent=ENST00000354431.9	gene_name=LRRIQ3
Parent=ENST00000354433.7	gene_name=CDRT1
Parent=ENST00000354436.6	gene_name=NFAT5
Parent=ENST00000354437.8	gene_name=TP73
Parent=ENST00000354441.10	gene_name=TTC8
Parent=ENST00000354445.2	gene_name=PLAAT4
Parent=ENST00000354446.7	gene_name=CEP63
Parent=ENST00000354449.7	gene_name=ATG7
Parent=ENST00000354452.8	gene_name=TCF4
Parent=ENST00000354454.7	gene_name=IRAG2
Parent=ENST00000354462.7	gene_name=PLEKHS1
Parent=ENST00000354464.11	gene_name=IPO4
Parent=ENST00000354470.7	gene_name=BAX
Parent=ENST00000354475.5	gene_name=WDR91
Parent=ENST00000354479.5	gene_name=C9orf131
Parent=ENST00000354480.2	gene_name=RBM3
Parent=ENST00000354484.8	gene_name=ADAMTSL2
Parent=ENST00000354488.8	gene_name=DDRGK1
Parent=ENST00000354489.7	gene_name=MAK
Parent=ENST00000354497.4	gene_name=RTN3
Parent=ENST00000354498.9	gene_name=MAP2K5
Parent=ENST00000354503.10	gene_name=MFF
Parent=ENST00000354504.7	gene_name=VPS54
Parent=ENST00000354506.10	gene_name=RPE
Parent=ENST00000354513.9	gene_name=PDGFA
Parent=ENST00000354514.6	gene_name=H2AB2
Parent=ENST00000354532.8	gene_name=ARHGEF1
Parent=ENST00000354534.11	gene_name=SCN8A
Parent=ENST00000354536.9	gene_name=SMOC2
Parent=ENST00000354537.1	gene_name=CAPN9
Parent=ENST00000354542.4	gene_name=MBP
Parent=ENST00000354545.8	gene_name=RMDN2
Parent=ENST00000354546.10	gene_name=ANXA6
Parent=ENST00000354547.7	gene_name=COL13A1
Parent=ENST00000354550.4	gene_name=ADRA1A
Parent=ENST00000354552.7	gene_name=FILIP1L
Parent=ENST00000354558.7	gene_name=CKAP5
Parent=ENST00000354560.10	gene_name=TEDC1
Parent=ENST00000354567.7	gene_name=AK5
Parent=ENST00000354570.8	gene_name=MAP7
Parent=ENST00000354577.8	gene_name=MED23
Parent=ENST00000354582.12	gene_name=ITPR1
Parent=ENST00000354586.5	gene_name=STYX
Parent=ENST00000354588.8	gene_name=LBHD1
Parent=ENST00000354589.7	gene_name=PLEC
Parent=ENST00000354590.7	gene_name=ZBTB45
Parent=ENST00000354593.6	gene_name=CYP3A4
Parent=ENST00000354599.10	gene_name=ZNF195
Parent=ENST00000354600.10	gene_name=TP63
Parent=ENST00000354611.9	gene_name=TYW5
Parent=ENST00000354613.5	gene_name=MLXIPL
Parent=ENST00000354618.10	gene_name=THRAP3
Parent=ENST00000354619.10	gene_name=ERO1B
Parent=ENST00000354624.6	gene_name=HKDC1
Parent=ENST00000354625.6	gene_name=RPS6KL1
Parent=ENST00000354629.9	gene_name=CLEC4C
Parent=ENST00000354636.7	gene_name=HMGA2
Parent=ENST00000354638.8	gene_name=OCA2
Parent=ENST00000354639.7	gene_name=STK31
Parent=ENST00000354646.6	gene_name=WNK3
Parent=ENST00000354649.7	gene_name=NUTM2G
Parent=ENST00000354650.7	gene_name=FYN
Parent=ENST00000354655.9	gene_name=ACSL5
Parent=ENST00000354662.5	gene_name=LMO3
Parent=ENST00000354665.8	gene_name=DIDO1
Parent=ENST00000354666.4	gene_name=ELOVL2
Parent=ENST00000354667.8	gene_name=HNRNPA2B1
Parent=ENST00000354670.9	gene_name=BMF
Parent=ENST00000354673.6	gene_name=IGSF11
Parent=ENST00000354674.5	gene_name=SYNE1
Parent=ENST00000354675.10	gene_name=AKAP12
Parent=ENST00000354679.3	gene_name=HCFC1R1
Parent=ENST00000354685.7	gene_name=DNHD1
Parent=ENST00000354694.12	gene_name=PES1
Parent=ENST00000354695.5	gene_name=HNRNPH3
Parent=ENST00000354698.8	gene_name=ZNF589
Parent=ENST00000354700.10	gene_name=ACAP3
Parent=ENST00000354719.10	gene_name=STK26
Parent=ENST00000354724.8	gene_name=HEY1
Parent=ENST00000354725.8	gene_name=SND1
Parent=ENST00000354728.5	gene_name=UGT1A9
Parent=ENST00000354744.8	gene_name=SEMA6D
Parent=ENST00000354749.6	gene_name=TTC3
Parent=ENST00000354753.7	gene_name=GPSM1
Parent=ENST00000354755.5	gene_name=CCDC81
Parent=ENST00000354757.5	gene_name=PCDHB11
Parent=ENST00000354759.7	gene_name=CREM
Parent=ENST00000354760.4	gene_name=CRYBA4
Parent=ENST00000354764.9	gene_name=PGAP1
Parent=ENST00000354765.6	gene_name=PLAGL1
Parent=ENST00000354772.10	gene_name=SLC22A17
Parent=ENST00000354775.5	gene_name=ALDH9A1
Parent=ENST00000354777.6	gene_name=WLS
Parent=ENST00000354785.11	gene_name=FN1
Parent=ENST00000354791.7	gene_name=ADGRG2
